x,y,v0_first,sigma_v0
1.165703219251637002e+01,9.999999999999999799e-13,1.358863995373629905e+02,1.341689614175973227e-12
1.543128921026837652e+01,9.999999999999999799e-13,2.381246866909452251e+02,1.531517177605958512e-12
1.892299919854615098e+01,9.999999999999999799e-13,3.580798986681782594e+02,1.797275766403934204e-12
2.229534801913076691e+01,9.999999999999999799e-13,4.970825432941581425e+02,1.227793076113981579e-12
2.560285595381064638e+01,9.999999999999999799e-13,6.555062329915772352e+02,1.379655126861969637e-12
2.887037334704265845e+01,9.999999999999999799e-13,8.334984571976311827e+02,1.075931025369993916e-12
3.211119623968259873e+01,9.999999999999999799e-13,1.031128923943405880e+03,2.176930893267906381e-12
3.533319418271646128e+01,9.999999999999999799e-13,1.248434611153548531e+03,1.607448202973951140e-12
3.854136485167825299e+01,9.999999999999999799e-13,1.485436804630179950e+03,4.530792679799724241e-12
4.173905286712875551e+01,9.999999999999999799e-13,1.742148534244968914e+03,5.745689085747605962e-12
4.492858967668096426e+01,9.999999999999999799e-13,2.018578170335563300e+03,4.492827167109713097e-12
4.811165455497514643e+01,9.999999999999999799e-13,2.314731304017260754e+03,4.227068578311744877e-12
5.128949008028310175e+01,9.999999999999999799e-13,2.630611792695458462e+03,2.860310121615851470e-12
5.446303674290038543e+01,9.999999999999999799e-13,2.966222371258517342e+03,2.632517045499869773e-12
5.763302026247473719e+01,9.999999999999999799e-13,3.321565024574823383e+03,6.504999339467550334e-12
6.080001005484647436e+01,9.999999999999999799e-13,3.696641222669431954e+03,6.277206263351568638e-12
6.396445945816748235e+01,9.999999999999999799e-13,4.091452073775551071e+03,6.808723440955524852e-12
6.712673406774899831e+01,9.999999999999999799e-13,4.505998426602294785e+03,8.706999075255368011e-12
7.028713211016653872e+01,9.999999999999999799e-13,4.940280940272004955e+03,8.896826638689376108e-12
7.344589936232767968e+01,9.999999999999999799e-13,5.394300133141166043e+03,6.011447674553601227e-12
7.660324025465317277e+01,9.999999999999999799e-13,5.868056417512115331e+03,1.314896405951699816e-11
7.975932625545414112e+01,9.999999999999999799e-13,6.361550124723975387e+03,1.949137817147923684e-12
8.291430228592761864e+01,9.999999999999999799e-13,6.874781523562182883e+03,1.322489508489303803e-11
8.606829168718537915e+01,9.999999999999999799e-13,7.407750833950422930e+03,5.290102933515653072e-12
8.922140010816357858e+01,9.999999999999999799e-13,7.960458237261012073e+03,2.442689482065883891e-12
9.237371857929996111e+01,9.999999999999999799e-13,8.532903884167706565e+03,8.023619846907432616e-12
9.552532596484421390e+01,9.999999999999999799e-13,9.125087900689739399e+03,5.252137420833660894e-12
9.867629093601445334e+01,9.999999999999999799e-13,9.737010392888967544e+03,2.025068842523917507e-12
1.018266735710893158e+02,9.999999999999999799e-13,1.036867145055317815e+04,1.861599788630055402e-11
1.049765266624335140e+02,9.999999999999999799e-13,1.102007115010861526e+04,4.227068578307739836e-12
1.081258967913838944e+02,9.999999999999999799e-13,1.169120955694100121e+04,4.378930629051727903e-12
1.112748252178303119e+02,9.999999999999999799e-13,1.238208672725868564e+04,1.246558483117308719e-11
1.144233486208057968e+02,9.999999999999999799e-13,1.309270270959846130e+04,7.985654334221436205e-12
1.175714997184708608e+02,9.999999999999999799e-13,1.382305754605039510e+04,2.860092772272183644e-11
1.207193077898484290e+02,9.999999999999999799e-13,1.457315127326015863e+04,1.652789468857073850e-11
