x,y,v0_first
4.493409457909064209e+00,9.999999999999999799e-13,2.019072855642662745e+01
7.725251836937706784e+00,9.999999999999999799e-13,5.967951594410941851e+01
1.090412165942889899e+01,9.999999999999999799e-13,1.188998691636264482e+02
1.406619391283147458e+01,9.999999999999999799e-13,1.978578111933772163e+02
1.722075527193076994e+01,9.999999999999999799e-13,2.965544121357314111e+02
2.037130295928756141e+01,9.999999999999999799e-13,4.149899842590781986e+02
2.351945249868900945e+01,9.999999999999999799e-13,5.531646458380886315e+02
2.666605425881267522e+01,9.999999999999999799e-13,7.110784497339416248e+02
2.981159879089295828e+01,9.999999999999999799e-13,8.887314224691705249e+02
3.295638903982247570e+01,9.999999999999999799e-13,1.086123578544130851e+03
3.610062224437560729e+01,9.999999999999999799e-13,1.303254926431106924e+03
3.924443236116419342e+01,9.999999999999999799e-13,1.540125471349991585e+03
4.238791356813192124e+01,9.999999999999999799e-13,1.796735216659422122e+03
4.553113401399128435e+01,9.999999999999999799e-13,2.073084164600034001e+03
4.867414423195438644e+01,9.999999999999999799e-13,2.369172316713098553e+03
5.181698248727966671e+01,9.999999999999999799e-13,2.684999674087047879e+03
5.495967828788893428e+01,9.999999999999999799e-13,3.020566237508250651e+03
5.810225475449558985e+01,9.999999999999999799e-13,3.375872007556305562e+03
6.124473026037440349e+01,9.999999999999999799e-13,3.750916984666019744e+03
6.438711959055740408e+01,9.999999999999999799e-13,4.145701169168741217e+03
6.752943477714411813e+01,9.999999999999999799e-13,4.560224561320561406e+03
7.067168571161948876e+01,9.999999999999999799e-13,4.994487161321922940e+03
7.381388060068064760e+01,9.999999999999999799e-13,5.448488969331539010e+03
7.695602631033118257e+01,9.999999999999999799e-13,5.922229985476385082e+03
8.009812862894511909e+01,9.999999999999999799e-13,6.415710209859036695e+03
8.324019247072340022e+01,9.999999999999999799e-13,6.928929642563077323e+03
8.638222203472871286e+01,9.999999999999999799e-13,7.461888283657170177e+03
8.952422093041718654e+01,9.999999999999999799e-13,8.014586133198145944e+03
9.266619227762284083e+01,9.999999999999999799e-13,8.587023191233367470e+03
9.580813878686170426e+01,9.999999999999999799e-13,9.179199457802553297e+03
9.895006282433188005e+01,9.999999999999999799e-13,9.791114932939226492e+03
1.020919664649076566e+02,9.999999999999999799e-13,1.042276961667183059e+04
1.052338515356375979e+02,9.999999999999999799e-13,1.107416350902461454e+04
1.083757196516747001e+02,9.999999999999999799e-13,1.174529661001838940e+04
1.115175722461310102e+02,9.999999999999999799e-13,1.243616891967105039e+04
1.146594105950230897e+02,9.999999999999999799e-13,1.314678043799809166e+04
1.178012358382243860e+02,9.999999999999999799e-13,1.387713116501296099e+04
1.209430489971514930e+02,9.999999999999999799e-13,1.462722110072738542e+04
1.240848509897627565e+02,9.999999999999999799e-13,1.539705024515162768e+04
1.272266426433343156e+02,9.999999999999999799e-13,1.618661859829469540e+04
1.303684247053884064e+02,9.999999999999999799e-13,1.699592616016452303e+04
1.335101978530783811e+02,9.999999999999999799e-13,1.782497293076813730e+04
1.366519627012789897e+02,9.999999999999999799e-13,1.867375891011174099e+04
1.397937198095854114e+02,9.999999999999999799e-13,1.954228409820087472e+04
1.429354696883892757e+02,9.999999999999999799e-13,2.043054849504044614e+04
1.460772128041703581e+02,9.999999999999999799e-13,2.133855210063487175e+04
1.492189495841198266e+02,9.999999999999999799e-13,2.226629491498809148e+04
1.523606804201912439e+02,9.999999999999999799e-13,2.321377693810364872e+04
1.555024056726606716e+02,9.999999999999999799e-13,2.418099816998473034e+04
1.586441256732634599e+02,9.999999999999999799e-13,2.516795861063420671e+04
1.617858407279656490e+02,9.999999999999999799e-13,2.617465826005467170e+04
1.649275511194187800e+02,9.999999999999999799e-13,2.720109711824849728e+04
1.680692571091388174e+02,9.999999999999999799e-13,2.824727518521780439e+04
1.712109589394456464e+02,9.999999999999999799e-13,2.931319246096454299e+04
1.743526568351926755e+02,9.999999999999999799e-13,3.039884894549045566e+04
1.774943510053128080e+02,9.999999999999999799e-13,3.150424463879719042e+04
