# x, y, v0
4.493409457909064209e+00,1.000000000000000062e-09,2.019072855642663100e+01
4.580678153924146123e+00,1.239109027342213176e+00,2.251800353147888600e+01
4.580742448567777458e+00,1.239669528507811425e+00,2.251998192002149679e+01
4.580806730567194229e+00,1.240229826216605824e+00,2.252196032464697595e+01
4.580870999927331155e+00,1.240789920717624950e+00,2.252393874532967288e+01
4.580935256653125620e+00,1.241349812259365137e+00,2.252591718204399740e+01
4.580999500749510567e+00,1.241909501089809797e+00,2.252789563476440193e+01
4.581063732221415385e+00,1.242468987456439411e+00,2.252987410346543484e+01
4.581127951073770355e+00,1.243028271606216206e+00,2.253185258812169423e+01
4.581192157311499535e+00,1.243587353785590155e+00,2.253383108870783502e+01
4.581256350939524324e+00,1.244146234240512738e+00,2.253580960519857612e+01
4.581320531962766118e+00,1.244704913216416964e+00,2.253778813756868971e+01
4.581384700386142761e+00,1.245263390958239347e+00,2.253976668579304032e+01
4.581448856214567655e+00,1.245821667710410363e+00,2.254174524984652095e+01
4.581512999452953316e+00,1.246379743716852673e+00,2.254372382970408850e+01
4.581577130106209594e+00,1.246937619220995996e+00,2.254570242534077451e+01
4.581641248179241899e+00,1.247495294465766902e+00,2.254768103673167090e+01
4.581705353676954751e+00,1.248052769693595021e+00,2.254965966385192289e+01
4.581769446604250007e+00,1.248610045146409719e+00,2.255163830667673608e+01
4.581833526966025971e+00,1.249167121065646313e+00,2.255361696518136938e+01
4.581897594767179172e+00,1.249723997692248956e+00,2.255559563934115985e+01
4.581961650012602583e+00,1.250280675266675079e+00,2.255757432913150495e+01
4.582025692707187403e+00,1.250837154028881848e+00,2.255955303452785188e+01
4.582089722855821279e+00,1.251393434218336820e+00,2.256153175550569756e+01
4.582153740463388303e+00,1.251949516074023938e+00,2.256351049204060288e+01
4.582217745534774345e+00,1.252505399834432209e+00,2.256548924410819623e+01
4.582281738074857280e+00,1.253061085737583458e+00,2.256746801168418060e+01
4.582345718088514097e+00,1.253616574020999241e+00,2.256944679474428384e+01
4.582409685580620895e+00,1.254171864921717283e+00,2.257142559326430131e+01
4.582473640556049332e+00,1.254726958676300352e+00,2.257340440722008879e+01
4.582537583019668403e+00,1.255281855520835599e+00,2.257538323658757662e+01
4.582601512976345326e+00,1.255836555690923229e+00,2.257736208134273070e+01
4.582665430430943765e+00,1.256391059421689826e+00,2.257934094146158444e+01
4.582729335388326497e+00,1.256945366947783027e+00,2.258131981692023160e+01
4.582793227853350082e+00,1.257499478503383727e+00,2.258329870769481218e+01
4.582857107830873744e+00,1.258053394322195873e+00,2.258527761376155851e+01
4.582920975325747825e+00,1.258607114637446678e+00,2.258725653509669939e+01
4.582984830342824445e+00,1.259160639681895955e+00,2.258923547167656665e+01
4.583048672886951280e+00,1.259713969687835000e+00,2.259121442347752762e+01
4.583112502962974233e+00,1.260267104887089706e+00,2.259319339047602071e+01
4.583176320575735652e+00,1.260820045511014564e+00,2.259517237264853762e+01
4.583240125730076997e+00,1.261372791790503101e+00,2.259715136997161622e+01
4.583303918430834401e+00,1.261925343955986101e+00,2.259913038242187255e+01
4.583367698682842217e+00,1.262477702237424504e+00,2.260110940997594398e+01
4.583431466490934802e+00,1.263029866864324502e+00,2.260308845261054955e+01
4.583495221859937629e+00,1.263581838065725327e+00,2.260506751030243677e+01
4.583558964794681501e+00,1.264133616070215016e+00,2.260704658302844550e+01
4.583622695299987448e+00,1.264685201105919754e+00,2.260902567076544400e+01
4.583686413380679170e+00,1.265236593400510534e+00,2.261100477349036098e+01
4.583750119041574145e+00,1.265787793181204490e+00,2.261298389118019259e+01
4.583813812287488965e+00,1.266338800674763343e+00,2.261496302381196344e+01
4.583877493123237556e+00,1.266889616107498950e+00,2.261694217136277985e+01
4.583941161553628518e+00,1.267440239705272420e+00,2.261892133380978720e+01
4.584004817583473113e+00,1.267990671693482119e+00,2.262090051113017353e+01
4.584068461217572832e+00,1.268540912297103862e+00,2.262287970330121567e+01
4.584132092460733610e+00,1.269090961740642509e+00,2.262485891030021534e+01
4.584195711317755162e+00,1.269640820248167712e+00,2.262683813210454176e+01
4.584259317793434541e+00,1.270190488043301924e+00,2.262881736869160321e+01
4.584322911892565244e+00,1.270739965349219958e+00,2.263079662003886838e+01
4.584386493619940772e+00,1.271289252388665636e+00,2.263277588612386992e+01
4.584450062980351071e+00,1.271838349383928035e+00,2.263475516692418310e+01
4.584513619978580756e+00,1.272387256556864354e+00,2.263673446241741871e+01
4.584577164619416223e+00,1.272935974128893255e+00,2.263871377258127637e+01
4.584640696907636759e+00,1.273484502320985978e+00,2.264069309739346636e+01
4.584704216848022540e+00,1.274032841353692325e+00,2.264267243683180197e+01
4.584767724445349302e+00,1.274580991447118672e+00,2.264465179087410363e+01
4.584831219704389227e+00,1.275128952820939965e+00,2.264663115949826633e+01
4.584894702629914498e+00,1.275676725694391056e+00,2.264861054268221707e+01
4.584958173226692857e+00,1.276224310286282915e+00,2.265058994040395390e+01
4.585021631499490269e+00,1.276771706814995300e+00,2.265256935264152460e+01
4.585085077453068259e+00,1.277318915498475871e+00,2.265454877937300893e+01
4.585148511092186574e+00,1.277865936554247739e+00,2.265652822057656124e+01
4.585211932421604075e+00,1.278412770199405246e+00,2.265850767623037498e+01
4.585275341446073405e+00,1.278959416650614855e+00,2.266048714631268624e+01
4.585338738170348982e+00,1.279505876124123143e+00,2.266246663080180568e+01
4.585402122599179009e+00,1.280052148835753689e+00,2.266444612967608663e+01
4.585465494737309911e+00,1.280598235000898644e+00,2.266642564291390016e+01
4.585528854589486336e+00,1.281144134834541148e+00,2.266840517049370973e+01
4.585592202160448494e+00,1.281689848551238908e+00,2.267038471239401076e+01
4.585655537454937480e+00,1.282235376365130852e+00,2.267236426859336262e+01
4.585718860477687286e+00,1.282780718489935801e+00,2.267434383907033180e+01
4.585782171233431015e+00,1.283325875138960681e+00,2.267632342380358068e+01
4.585845469726901769e+00,1.283870846525098308e+00,2.267830302277181787e+01
4.585908755962824657e+00,1.284415632860821388e+00,2.268028263595376615e+01
4.585972029945926565e+00,1.284960234358193620e+00,2.268226226332823003e+01
