x,y,v0_first
8.182814742622468884e+00,6.198165561883172359e+00,2.854120077956507018e+01
1.170508423912253626e+01,6.198165561883172359e+00,9.859174071244027004e+01
1.503980253199465800e+01,6.198165561883172359e+00,1.877784038688783710e+02
1.830136922332276939e+01,6.198165561883172359e+00,2.965228591158713130e+02
2.152551403307700895e+01,6.198165561883172359e+00,4.249304980556807436e+02
2.472764937752912573e+01,6.198165561883172359e+00,5.730393874055021115e+02
2.791565045593400640e+01,6.198165561883172359e+00,7.408662840453740728e+02
3.109399988045250041e+01,6.198165561883172359e+00,9.284195722330656508e+02
3.426545058225991625e+01,6.198165561883172359e+00,1.135703847272781786e+03
3.743179214709120117e+01,6.198165561883172359e+00,1.362721807010524117e+03
4.059424071813747048e+01,6.198165561883172359e+00,1.609475123149575666e+03
4.375365280853969807e+01,6.198165561883172359e+00,1.875964877757719478e+03
4.691064967913109740e+01,6.198165561883172359e+00,2.162191796985648125e+03
5.006569323909188540e+01,6.198165561883172359e+00,2.468156383178336455e+03
5.321913424074413967e+01,6.198165561883172359e+00,2.793858993001830640e+03
5.637124392613639401e+01,6.198165561883172359e+00,3.139299885447454471e+03
5.952223541371895976e+01,6.198165561883172359e+00,3.504479252313665256e+03
6.267227851654585180e+01,6.198165561883172359e+00,3.889397238122980070e+03
6.582151023639022469e+01,6.198165561883172359e+00,4.294053953466708663e+03
6.897004234071353324e+01,6.198165561883172359e+00,4.718449484147303338e+03
7.211796692849675594e+01,6.198165561883172359e+00,5.162583897567236818e+03
7.526536058245221739e+01,6.198165561883172359e+00,5.626457247274036490e+03
7.841228751017662546e+01,6.198165561883172359e+00,6.110069576246086399e+03
8.155880195071283367e+01,6.198165561883172359e+00,6.613420919303084702e+03
8.470495003971508652e+01,6.198165561883172359e+00,7.136511304898114759e+03
8.785077127036990419e+01,6.198165561883172359e+00,7.679340756466334824e+03
9.099629964885392042e+01,6.198165561883172359e+00,8.241909293451497433e+03
9.414156461642163265e+01,6.198165561883172359e+00,8.824216932095376251e+03
9.728659179138337265e+01,6.198165561883172359e+00,9.426263686050750039e+03
1.004314035707662924e+02,6.198165561883172359e+00,1.004804956686161495e+04
1.035760196217014339e+02,6.198165561883172359e+00,1.068957458434256660e+04
1.067204572854394513e+02,6.198165561883172359e+00,1.135083874688079413e+04
1.098647319116139727e+02,6.198165561883172359e+00,1.203184206167829689e+04
1.130088571364206445e+02,6.198165561883172359e+00,1.273258453494741843e+04
1.161528451154006945e+02,6.198165561883172359e+00,1.345306617206974988e+04
1.192967067192491015e+02,6.198165561883172359e+00,1.419328697772602027e+04
1.224404516993277383e+02,6.198165561883172359e+00,1.495324695600289670e+04
1.255840888282180572e+02,6.198165561883172359e+00,1.573294611048124898e+04
1.287276260195999953e+02,6.198165561883172359e+00,1.653238444430948584e+04
1.318710704309223729e+02,6.198165561883172359e+00,1.735156196026477119e+04
1.350144285516807088e+02,6.198165561883172359e+00,1.819047866080437962e+04
1.381577062796042412e+02,6.198165561883172359e+00,1.904913454810888288e+04
1.413009089866420993e+02,6.198165561883172359e+00,1.992752962411879707e+04
1.444440415763075407e+02,6.198165561883172359e+00,2.082566389056554908e+04
1.475871085336741260e+02,6.198165561883172359e+00,2.174353734899799019e+04
1.507301139690989942e+02,6.198165561883172359e+00,2.268115000080505342e+04
1.538730616565732987e+02,6.198165561883172359e+00,2.363850184723508937e+04
1.570159550674555646e+02,6.198165561883172359e+00,2.461559288941270643e+04
1.601587974002227952e+02,6.198165561883172359e+00,2.561242312835310076e+04
1.633015916067789419e+02,6.198165561883172359e+00,2.662899256497469833e+04
1.664443404157751729e+02,6.198165561883172359e+00,2.766530120010993778e+04
1.695870463533323687e+02,6.198165561883172359e+00,2.872134903451478749e+04
1.727297117614961621e+02,6.198165561883172359e+00,2.979713606887702917e+04
1.758723388147095648e+02,6.198165561883172359e+00,3.089266230382348294e+04
1.790149295345473490e+02,6.198165561883172359e+00,3.200792773992643561e+04
1.821574858029217978e+02,6.198165561883172359e+00,3.314293237770914857e+04
1.853000093739431406e+02,6.198165561883172359e+00,3.429767621765090007e+04
1.884425018845903139e+02,6.198165561883172359e+00,3.547215926019131439e+04
1.915849648643304590e+02,6.198165561883172359e+00,3.666638150573422899e+04
1.947273997438049946e+02,6.198165561883172359e+00,3.788034295465111791e+04
1.978698078626871109e+02,6.198165561883172359e+00,3.911404360728419852e+04
2.010121904768008392e+02,6.198165561883172359e+00,4.036748346394915279e+04
2.041545487645818469e+02,6.198165561883172359e+00,4.164066252493752108e+04
2.072968838329495611e+02,6.198165561883172359e+00,4.293358079051887762e+04
2.104391967226528664e+02,6.198165561883172359e+00,4.424623826094287506e+04
2.135814884131426084e+02,6.198165561883172359e+00,4.557863493644085247e+04
2.167237598270205297e+02,6.198165561883172359e+00,4.693077081722755975e+04
2.198660118341053931e+02,6.198165561883172359e+00,4.830264590350245999e+04
2.230082452551554866e+02,6.198165561883172359e+00,4.969426019545106828e+04
2.261504608652801664e+02,6.198165561883172359e+00,5.110561369324610860e+04
2.292926593970706222e+02,6.198165561883172359e+00,5.253670639704853238e+04
2.324348415434764092e+02,6.198165561883172359e+00,5.398753830700847175e+04
2.355770079604515672e+02,6.198165561883172359e+00,5.545810942326614895e+04
2.387191592693914401e+02,6.198165561883172359e+00,5.694841974595256761e+04
2.418612960593794980e+02,6.198165561883172359e+00,5.845846927519031306e+04
2.450034188892608711e+02,6.198165561883172359e+00,5.998825801109411259e+04
2.481455282895584276e+02,6.198165561883172359e+00,6.153778595377152669e+04
2.512876247642448106e+02,6.198165561883172359e+00,6.310705310332338559e+04
2.544297087923831384e+02,6.198165561883172359e+00,6.469605945984437130e+04
2.575717808296473663e+02,6.198165561883172359e+00,6.630480502342338150e+04
2.607138413097327430e+02,6.198165561883172359e+00,6.793328979414398782e+04
2.638558906456655677e+02,6.198165561883172359e+00,6.958151377208490157e+04
2.669979292310197252e+02,6.198165561883172359e+00,7.124947695732010470e+04
2.701399574410492619e+02,6.198165561883172359e+00,7.293717934991940274e+04
2.732819756337416948e+02,6.198165561883172359e+00,7.464462094994848303e+04
2.764239841508004929e+02,6.198165561883172359e+00,7.637180175746949681e+04
2.795659833185601428e+02,6.198165561883172359e+00,7.811872177254094277e+04
2.827079734488413010e+02,6.198165561883172359e+00,7.988538099521824915e+04
2.858499548397483636e+02,6.198165561883172359e+00,8.167177942555365735e+04
2.889919277764159915e+02,6.198165561883172359e+00,8.347791706359673117e+04
2.921338925317067492e+02,6.198165561883172359e+00,8.530379390939426958e+04
2.952758493668643496e+02,6.198165561883172359e+00,8.714940996299064136e+04
2.984177985321257438e+02,6.198165561883172359e+00,8.901476522442788701e+04
3.015597402672948988e+02,6.198165561883172359e+00,9.089985969374586421e+04
3.047016748022808770e+02,6.198165561883172359e+00,9.280469337098240794e+04
3.078436023576028902e+02,6.198165561883172359e+00,9.472926625617340324e+04
3.109855231448651125e+02,6.198165561883172359e+00,9.667357834935293067e+04
3.141274373672027878e+02,6.198165561883172359e+00,9.863762965055338282e+04
3.172693452197014494e+02,6.198165561883172359e+00,1.006214201598055806e+05
3.204112468897921531e+02,6.198165561883172359e+00,1.026249498771388171e+05
3.235531425576228912e+02,6.198165561883172359e+00,1.046482188025809155e+05
3.266950323964094878e+02,6.198165561883172359e+00,1.066912269361585204e+05
3.298369165727653467e+02,6.198165561883172359e+00,1.087539742778968648e+05
3.329787952470134655e+02,6.198165561883172359e+00,1.108364608278200030e+05
3.361206685734804296e+02,6.198165561883172359e+00,1.129386865859509708e+05
3.392625367007742057e+02,6.198165561883172359e+00,1.150606515523116395e+05
3.424043997720466450e+02,6.198165561883172359e+00,1.172023557269230078e+05
3.455462579252414344e+02,6.198165561883172359e+00,1.193637991098049679e+05
3.486881112933292570e+02,6.198165561883172359e+00,1.215449817009766412e+05
3.518299600045293687e+02,6.198165561883172359e+00,1.237459035004562174e+05
3.549718041825204295e+02,6.198165561883172359e+00,1.259665645082611154e+05
3.581136439466395700e+02,6.198165561883172359e+00,1.282069647244080406e+05
3.612554794120712813e+02,6.198165561883172359e+00,1.304671041489129275e+05
3.643973106900262451e+02,6.198165561883172359e+00,1.327469827817909827e+05
3.675391378879116928e+02,6.198165561883172359e+00,1.350466006230568455e+05
3.706809611094924435e+02,6.198165561883172359e+00,1.373659576727245294e+05
3.738227804550438691e+02,6.198165561883172359e+00,1.397050539308074221e+05
3.769645960214975844e+02,6.198165561883172359e+00,1.420638893973183585e+05
3.801064079025795195e+02,6.198165561883172359e+00,1.444424640722696495e+05
3.832482161889415693e+02,6.198165561883172359e+00,1.468407779556731693e+05
3.863900209682863078e+02,6.198165561883172359e+00,1.492588310475402104e+05
3.895318223254861891e+02,6.198165561883172359e+00,1.516966233478816284e+05
3.926736203426968359e+02,6.198165561883172359e+00,1.541541548567079008e+05
3.958154150994648148e+02,6.198165561883172359e+00,1.566314255740290973e+05
3.989572066728302389e+02,6.198165561883172359e+00,1.591284354998548515e+05
4.020989951374249358e+02,6.198165561883172359e+00,1.616451846341943601e+05
4.052407805655658990e+02,6.198165561883172359e+00,1.641816729770565871e+05
4.083825630273440765e+02,6.198165561883172359e+00,1.667379005284501181e+05
4.115243425907095229e+02,6.198165561883172359e+00,1.693138672883831314e+05
4.146661193215527419e+02,6.198165561883172359e+00,1.719095732568636886e+05
4.178078932837815387e+02,6.198165561883172359e+00,1.745250184338992403e+05
4.209496645393957124e+02,6.198165561883172359e+00,1.771602028194972372e+05
4.240914331485573712e+02,6.198165561883172359e+00,1.798151264136647806e+05
4.272331991696586329e+02,6.198165561883172359e+00,1.824897892164086516e+05
4.303749626593860853e+02,6.198165561883172359e+00,1.851841912277354277e+05
4.335167236727828595e+02,6.198165561883172359e+00,1.878983324476514535e+05
4.366584822633076328e+02,6.198165561883172359e+00,1.906322128761628410e+05
4.398002384828911318e+02,6.198165561883172359e+00,1.933858325132754107e+05
4.429419923819905875e+02,6.198165561883172359e+00,1.961591913589948963e+05
4.460837440096414639e+02,6.198165561883172359e+00,1.989522894133268273e+05
4.492254934135071380e+02,6.198165561883172359e+00,2.017651266762764135e+05
4.523672406399267061e+02,6.198165561883172359e+00,2.045977031478488061e+05
4.555089857339605715e+02,6.198165561883172359e+00,2.074500188280489529e+05
4.586507287394342143e+02,6.198165561883172359e+00,2.103220737168815394e+05
4.617924696989804829e+02,6.198165561883172359e+00,2.132138678143512807e+05
4.649342086540794412e+02,6.198165561883172359e+00,2.161254011204625422e+05
4.680759456450973630e+02,6.198165561883172359e+00,2.190566736352196313e+05
4.712176807113239647e+02,6.198165561883172359e+00,2.220076853586267389e+05
4.743594138910077049e+02,6.198165561883172359e+00,2.249784362906878523e+05
4.775011452213904590e+02,6.198165561883172359e+00,2.279689264314068714e+05
4.806428747387399767e+02,6.198165561883172359e+00,2.309791557807875797e+05
4.837846024783819416e+02,6.198165561883172359e+00,2.340091243388335279e+05
4.869263284747302123e+02,6.198165561883172359e+00,2.370588321055483248e+05
4.900680527613158688e+02,6.198165561883172359e+00,2.401282790809353464e+05
4.932097753708156915e+02,6.198165561883172359e+00,2.432174652649979398e+05
4.963514963350788207e+02,6.198165561883172359e+00,2.463263906577392190e+05
4.994932156851530749e+02,6.198165561883172359e+00,2.494550552591623273e+05
5.026349334513099620e+02,6.198165561883172359e+00,2.526034590692702623e+05
5.057766496630686675e+02,6.198165561883172359e+00,2.557716020880659926e+05
5.089183643492193028e+02,6.198165561883172359e+00,2.589594843155521958e+05
5.120600775378453591e+02,6.198165561883172359e+00,2.621671057517316658e+05
5.152017892563453643e+02,6.198165561883172359e+00,2.653944663966071676e+05
5.183434995314531761e+02,6.198165561883172359e+00,2.686415662501811166e+05
