x,y,v0_first,sigma_v0
3.141592653589798889e+00,9.999999999999999799e-13,9.869604401089393519e+00,1.070835497241044218e-12
6.283185307179587120e+00,9.999999999999999799e-13,3.947841760435743907e+01,1.016528282688043729e-12
9.424777960769379348e+00,9.999999999999999799e-13,8.882643960980422548e+01,1.014167099450608944e-12
1.256637061435917424e+01,9.999999999999999799e-13,1.579136704174297563e+02,1.063751947516740087e-12
1.570796326794896736e+01,9.999999999999999799e-13,2.467401100272339818e+02,1.073196680482479399e-12
1.884955592153875870e+01,9.999999999999999799e-13,3.553057584392168451e+02,1.054307214555000969e-12
2.199114857512855181e+01,9.999999999999999799e-13,4.836106156533786020e+02,1.073196680486479391e-12
2.513274122871834493e+01,9.999999999999999799e-13,6.316546816697189115e+02,1.099169696142262549e-12
2.827433388230814160e+01,9.999999999999999799e-13,7.994379564882381146e+02,1.278619622487309081e-12
3.141592653589793116e+01,9.999999999999999799e-13,9.869604401089358134e+02,1.151115727453828664e-12
3.455751918948772783e+01,9.999999999999999799e-13,1.194222132531812349e+03,1.306953821384526815e-12
3.769911184307751739e+01,9.999999999999999799e-13,1.421223033756867608e+03,1.221951224696873403e-12
4.084070449666730696e+01,9.999999999999999799e-13,1.667963143784101476e+03,1.840581233952796822e-12
4.398229715025710362e+01,9.999999999999999799e-13,1.934442462613514181e+03,1.302231454905657252e-12
4.712388980384689319e+01,9.999999999999999799e-13,2.220660990245105495e+03,2.015308793818973992e-12
5.026548245743668986e+01,9.999999999999999799e-13,2.526618726678875646e+03,1.394317601321615392e-12
5.340707511102648652e+01,9.999999999999999799e-13,2.852315671914825089e+03,1.314037371108831349e-12
5.654866776461627609e+01,9.999999999999999799e-13,3.197751825952952004e+03,1.500570847186182197e-12
5.969026041820607276e+01,9.999999999999999799e-13,3.562927188793258210e+03,1.292786721935917948e-12
6.283185307179586943e+01,9.999999999999999799e-13,3.947841760435743709e+03,2.171146887749671941e-12
6.597344572538564478e+01,9.999999999999999799e-13,4.352495540880406224e+03,4.492190014084105069e-12
6.911503837897545566e+01,9.999999999999999799e-13,4.776888530127250306e+03,2.218370552578368298e-12
7.225663103256525233e+01,9.999999999999999799e-13,5.221020728176271405e+03,3.266735911775428897e-12
7.539822368615503478e+01,9.999999999999999799e-13,5.684892135027470431e+03,1.885443715540058604e-12
7.853981633974483145e+01,9.999999999999999799e-13,6.168502750680850113e+03,1.155838093932698227e-12
8.168140899333462812e+01,9.999999999999999799e-13,6.671852575136406813e+03,2.282122500097107897e-12
8.482300164692442479e+01,9.999999999999999799e-13,7.194941608394143259e+03,3.495770686194607363e-12
8.796459430051420725e+01,9.999999999999999799e-13,7.737769850454057632e+03,2.206564636375194403e-12
9.110618695410400392e+01,9.999999999999999799e-13,8.300337301316150842e+03,1.002361183239434862e-12
9.424777960769380059e+01,9.999999999999999799e-13,8.882643960980423799e+03,2.293928416304282390e-12
9.738937226128358304e+01,9.999999999999999799e-13,9.484689829446871954e+03,3.861754088621005138e-12
1.005309649148733797e+02,9.999999999999999799e-13,1.010647490671550258e+04,2.577270405280461943e-12
1.036725575684631764e+02,9.999999999999999799e-13,1.074799919278631023e+04,1.203061758765394779e-12
1.068141502220529588e+02,9.999999999999999799e-13,1.140926268765929672e+04,5.814452629287603897e-12
1.099557428756427555e+02,9.999999999999999799e-13,1.209026539133446386e+04,4.444966349255406288e-12
1.130973355292325522e+02,9.999999999999999799e-13,1.279100730381180801e+04,2.995199839014425841e-12
1.162389281828223488e+02,9.999999999999999799e-13,1.351148842509133101e+04,1.453347182357486041e-12
1.193805208364121455e+02,9.999999999999999799e-13,1.425170875517303466e+04,2.171146887749672344e-12
1.225221134900019422e+02,9.999999999999999799e-13,1.501166829405691533e+04,3.883004737789918144e-12
1.256637061435917389e+02,9.999999999999999799e-13,1.579136704174297483e+04,5.682226367763254547e-12
1.288052987971815355e+02,9.999999999999999799e-13,1.659080499823121863e+04,7.566450594428239710e-12
1.319468914507713180e+02,9.999999999999999799e-13,1.740998216352163217e+04,2.036559442987886998e-12
1.350884841043611004e+02,9.999999999999999799e-13,1.824889853761421909e+04,5.764867781217473367e-12
1.382300767579509113e+02,9.999999999999999799e-13,1.910755412050900122e+04,5.878204576802341686e-12
1.413716694115406938e+02,9.999999999999999799e-13,1.998594891220595309e+04,2.107394940234931728e-12
1.445132620651305047e+02,9.999999999999999799e-13,2.088408291270508562e+04,1.006694364710771654e-11
1.476548547187202871e+02,9.999999999999999799e-13,2.180195612200639152e+04,3.897171837238528020e-12
1.507964473723100696e+02,9.999999999999999799e-13,2.273956854010988172e+04,4.544136045395668155e-12
