x,y,v0_first,sigma_v0
3.141592653589792672e+00,9.999999999999999799e-13,9.869604401089356216e+00,1.001533980789480271e-12
6.283185307179586232e+00,9.999999999999999799e-13,3.947841760435743197e+01,1.001533980789784203e-12
9.424777960769379348e+00,9.999999999999999799e-13,8.882643960980422548e+01,1.001725728388326235e-12
1.256637061435917424e+01,9.999999999999999799e-13,1.579136704174297563e+02,1.001533980789860338e-12
1.570796326794896558e+01,9.999999999999999799e-13,2.467401100272339534e+02,1.001917475986840801e-12
1.884955592153875870e+01,9.999999999999999799e-13,3.553057584392168451e+02,1.001725728388360162e-12
2.199114857512855181e+01,9.999999999999999799e-13,4.836106156533786020e+02,1.002013349786091622e-12
2.513274122871834848e+01,9.999999999999999799e-13,6.316546816697190252e+02,1.001533980789879321e-12
2.827433388230814160e+01,9.999999999999999799e-13,7.994379564882381146e+02,1.001725728388366423e-12
3.141592653589793471e+01,9.999999999999999799e-13,9.869604401089359271e+02,1.001917475986852918e-12
3.455751918948772783e+01,9.999999999999999799e-13,1.194222132531812349e+03,1.001581917689503722e-12
3.769911184307751739e+01,9.999999999999999799e-13,1.421223033756867608e+03,1.001725728388368442e-12
4.084070449666730696e+01,9.999999999999999799e-13,1.667963143784101476e+03,1.001869539087233162e-12
4.398229715025710362e+01,9.999999999999999799e-13,1.934442462613514408e+03,1.002013349786097883e-12
4.712388980384690029e+01,9.999999999999999799e-13,2.220660990245105950e+03,1.002157160484962401e-12
5.026548245743668986e+01,9.999999999999999799e-13,2.526618726678875646e+03,1.001533980789883966e-12
5.340707511102648652e+01,9.999999999999999799e-13,2.852315671914825089e+03,1.001629854589127113e-12
5.654866776461627609e+01,9.999999999999999799e-13,3.197751825952952004e+03,1.001725728388370058e-12
5.969026041820607276e+01,9.999999999999999799e-13,3.562927188793258210e+03,1.001821602187613003e-12
6.283185307179586943e+01,9.999999999999999799e-13,3.947841760435743709e+03,1.001917475986855948e-12
6.597344572538564478e+01,9.999999999999999799e-13,4.352495540880406224e+03,1.001510012340074088e-12
6.911503837897545566e+01,9.999999999999999799e-13,4.776888530127249396e+03,1.001581917689506145e-12
7.225663103256523812e+01,9.999999999999999799e-13,5.221020728176270495e+03,1.002205097384584783e-12
7.539822368615503478e+01,9.999999999999999799e-13,5.684892135027469521e+03,1.001725728388370663e-12
7.853981633974483145e+01,9.999999999999999799e-13,6.168502750680849203e+03,1.001797633737802721e-12
8.168140899333461391e+01,9.999999999999999799e-13,6.671852575136405903e+03,1.001869539087234980e-12
8.482300164692441058e+01,9.999999999999999799e-13,7.194941608394142349e+03,1.001294296291777916e-12
8.796459430051420725e+01,9.999999999999999799e-13,7.737769850454056723e+03,1.002013349786099297e-12
9.110618695410400392e+01,9.999999999999999799e-13,8.300337301316150842e+03,1.002085255135531556e-12
9.424777960769378637e+01,9.999999999999999799e-13,8.882643960980421980e+03,1.002157160484963613e-12
9.738937226128359725e+01,9.999999999999999799e-13,9.484689829446873773e+03,1.002229065834395872e-12
1.005309649148733797e+02,9.999999999999999799e-13,1.010647490671550258e+04,1.001533980789885177e-12
1.036725575684631764e+02,9.999999999999999799e-13,1.074799919278631023e+04,1.002372876533260189e-12
1.068141502220529730e+02,9.999999999999999799e-13,1.140926268765929854e+04,1.001629854589128122e-12
