x,y,v0_first,sigma_v0
1.279078171197211411e+01,4.999999999999999899e-13,1.636040968033202887e+02,1.764403032123184019e-12
1.664100288151218621e+01,4.999999999999999899e-13,2.769229769024969414e+02,1.347789753480976262e-12
2.018247076494917280e+01,4.999999999999999899e-13,4.073321261780280906e+02,1.019111728654542383e-12
2.359127481798296699e+01,4.999999999999999899e-13,5.565482475375972626e+02,1.000771476721443461e-12
2.692704077881801794e+01,4.999999999999999899e-13,7.250655251041284828e+02,1.006922011663980980e-12
3.021726270936139969e+01,4.999999999999999899e-13,9.130829656465630251e+02,1.202532972922649818e-12
3.347680081950147013e+01,4.999999999999999899e-13,1.120696193108574334e+03,2.065465777579339453e-12
3.671452912724470963e+01,4.999999999999999899e-13,1.347956649035300416e+03,1.271778065428054934e-12
3.993612781086767427e+01,4.999999999999999899e-13,1.594894304525958432e+03,2.274589076399356321e-12
4.314542501760314508e+01,4.999999999999999899e-13,1.861527699949615453e+03,2.274589076399355514e-12
4.634510606532128918e+01,4.999999999999999899e-13,2.147868856205880093e+03,5.165868036745100511e-12
4.953711607454690125e+01,4.999999999999999899e-13,2.453925868983133114e+03,6.403930336893838523e-12
5.272290170973327861e+01,4.999999999999999899e-13,2.779704364694196556e+03,4.321121167230487529e-12
5.590356302416307699e+01,4.999999999999999899e-13,3.125208358796573521e+03,5.474565191397034280e-12
5.907995246219343244e+01,4.999999999999999899e-13,3.490440782935036168e+03,7.181099937719409789e-12
6.225274146653904239e+01,4.999999999999999899e-13,3.875403820099749737e+03,1.122880098966531342e-12
6.542246650926627183e+01,4.999999999999999899e-13,4.280099124156066864e+03,6.171203738143477384e-12
6.858956165048994080e+01,4.999999999999999899e-13,4.704527967406360403e+03,2.169345577550986347e-12
7.175438204080364812e+01,4.999999999999999899e-13,5.148691342057604743e+03,9.755529596710375309e-12
7.491722119388515466e+01,4.999999999999999899e-13,5.612590031413515135e+03,6.986627371639206154e-12
7.807832388526212242e+01,4.999999999999999899e-13,6.096224660731893891e+03,1.038102665662008510e-11
8.123789592393602277e+01,4.999999999999999899e-13,6.599595734148260817e+03,6.598031960536618386e-12
8.439611165141826632e+01,4.999999999999999899e-13,7.122703661878657840e+03,3.260872112301419326e-12
8.755311976468580326e+01,4.999999999999999899e-13,7.665548780529416945e+03,2.229874216310444324e-11
9.070904788633876592e+01,4.999999999999999899e-13,8.228131368446098350e+03,1.139818951540315883e-11
9.386400618684200481e+01,4.999999999999999899e-13,8.810451657443512886e+03,9.560145466372727168e-12
9.701809028146601577e+01,4.999999999999999899e-13,9.412509841862691246e+03,1.390467726691690386e-11
1.001713835665192676e+02,4.999999999999999899e-13,1.003430608563072747e+04,1.006822968387349805e-11
1.033239591179727910e+02,4.999999999999999899e-13,1.067584052781251376e+04,8.037916088825808870e-12
1.064758812455314541e+02,4.999999999999999899e-13,1.133711328701251659e+04,1.245522343936868247e-11
1.096272067731887034e+02,4.999999999999999899e-13,1.201812446489147078e+04,7.531407913212564522e-12
1.127779861009947808e+02,4.999999999999999899e-13,1.271887414899617215e+04,2.031178464339205957e-12
1.159282640905649657e+02,4.999999999999999899e-13,1.343936241505177350e+04,1.527651738249164366e-11
1.190780808076382726e+02,4.999999999999999899e-13,1.417958932883043053e+04,3.712428600804419983e-12
1.222274721479731880e+02,4.999999999999999899e-13,1.493955494768356220e+04,1.160731855052494610e-12
1.253764703674712422e+02,4.999999999999999899e-13,1.571925932180539530e+04,1.374439523839977617e-12
1.285251045332402668e+02,4.999999999999999899e-13,1.651870249528033673e+04,3.132851695963477535e-11
1.316734009090504571e+02,4.999999999999999899e-13,1.733788450695553183e+04,1.210280603068646840e-11
1.348213832860767525e+02,4.999999999999999899e-13,1.817680539117121589e+04,3.062170125350788374e-11
1.379690732677972846e+02,4.999999999999999899e-13,1.903546517837481588e+04,2.351550893434073473e-11
1.411164905163084597e+02,4.999999999999999899e-13,1.991386389563937701e+04,5.061285133862897424e-11
1.442636529660303495e+02,4.999999999999999899e-13,2.081200156710323790e+04,4.047901592394021865e-11
1.474105770097384607e+02,4.999999999999999899e-13,2.172987821434402940e+04,1.806090713817779130e-11
1.505572776610229937e+02,4.999999999999999899e-13,2.266749385669837648e+04,4.165730702527556124e-11
1.537037686965927037e+02,4.999999999999999899e-13,2.362484851153566706e+04,2.751978966918852106e-11
1.568500627812875621e+02,4.999999999999999899e-13,2.460194219449384764e+04,1.892397823133747586e-11
1.599961715782054910e+02,4.999999999999999899e-13,2.559877491968256800e+04,2.956151075951226741e-11
1.631421058459746973e+02,4.999999999999999899e-13,2.661534669985921573e+04,3.788685204238800111e-11
1.662878755248909499e+02,4.999999999999999899e-13,2.765165754658162405e+04,2.728421856650553186e-11
1.694334898133810725e+02,4.999999999999999899e-13,2.870770747034110536e+04,3.776902916948734710e-11
1.725789572360386046e+02,4.999999999999999899e-13,2.978349648067844464e+04,9.286682534604272530e-12
1.757242857042973583e+02,4.999999999999999899e-13,3.087902458628552631e+04,6.636868798045924224e-12
1.788694825706566860e+02,4.999999999999999899e-13,3.199429179509445748e+04,1.845319749638411479e-11
1.820145546772453997e+02,4.999999999999999899e-13,3.312929811435595184e+04,8.486801775704025820e-11
1.851595083994025686e+02,4.999999999999999899e-13,3.428404355070843303e+04,3.792612639023965492e-11
1.883043496848628990e+02,4.999999999999999899e-13,3.545852811023913091e+04,6.132438263391900908e-12
1.914490840890550487e+02,4.999999999999999899e-13,3.665275179853807640e+04,3.490209166259378697e-11
1.945937168069569339e+02,4.999999999999999899e-13,3.786671462074615556e+04,1.732177534365224372e-12
1.977382527018930318e+02,4.999999999999999899e-13,3.910041658159771032e+04,4.020408428211418677e-11
2.008826963316118110e+02,4.999999999999999899e-13,4.035385768545856990e+04,4.707767148610256815e-11
2.040270519719381355e+02,4.999999999999999899e-13,4.162703793635994953e+04,2.991490297382319401e-11
2.071713236382602759e+02,4.999999999999999899e-13,4.291995733802878385e+04,1.923785043567954987e-11
2.103155151050794416e+02,4.999999999999999899e-13,4.423261589391489542e+04,2.610640557480741989e-11
2.134596299238228312e+02,4.999999999999999899e-13,4.556501360721539822e+04,3.769048073065185369e-11
2.166036714390975817e+02,4.999999999999999899e-13,4.691715048089653283e+04,3.922219523401582065e-11
2.197476428035429308e+02,4.999999999999999899e-13,4.828902651771349338e+04,1.081645453801413303e-10
2.228915469914193466e+02,4.999999999999999899e-13,4.968064172022810089e+04,4.369972292648468175e-11
2.260353868110587712e+02,4.999999999999999899e-13,5.109199609082496318e+04,4.448528122743428789e-11
2.291791649162854583e+02,4.999999999999999899e-13,5.252308963172596850e+04,6.117962239738942198e-11
2.323228838169054882e+02,4.999999999999999899e-13,5.397392234500336053e+04,7.142196809383046307e-12
2.354665458883529254e+02,4.999999999999999899e-13,5.544449423259181640e+04,4.377827843011370833e-11
2.386101533805699830e+02,4.999999999999999899e-13,5.693480529629912780e+04,3.517699578902461145e-11
2.417537084261918210e+02,4.999999999999999899e-13,5.844485553781616909e+04,5.128061902231342147e-11
2.448972130480985925e+02,4.999999999999999899e-13,5.997464495872579573e+04,1.876704755125691416e-11
2.480406691663909839e+02,4.999999999999999899e-13,6.152417356051102252e+04,5.717281710467319148e-11
2.511840786048402379e+02,4.999999999999999899e-13,6.309344134456255415e+04,3.435228878960242951e-11
2.543274430968579907e+02,4.999999999999999899e-13,6.468244831218554464e+04,8.037916088825805639e-12
2.574707642910274217e+02,4.999999999999999899e-13,6.629119446460581094e+04,5.658358787575366898e-11
2.606140437562328316e+02,4.999999999999999899e-13,6.791967980297563190e+04,1.430118938610302194e-10
2.637572829864209325e+02,4.999999999999999899e-13,6.956790432837893604e+04,1.487478101503462471e-10
2.669004834050250565e+02,4.999999999999999899e-13,7.123586804183606000e+04,1.040002002287964274e-10
2.700436463690792834e+02,4.999999999999999899e-13,7.292357094430833240e+04,8.596800696254534711e-11
2.731867731730472428e+02,4.999999999999999899e-13,7.463101303670195921e+04,1.298507610946843299e-10
2.763298650523895503e+02,4.999999999999999899e-13,7.635819431987180724e+04,6.663998758411583941e-11
2.794729231868893748e+02,4.999999999999999899e-13,7.810511479462495481e+04,1.280770560674695930e-11
2.826159487037555209e+02,4.999999999999999899e-13,7.987177446172376222e+04,7.579319031253357055e-11
2.857589426805203061e+02,4.999999999999999899e-13,8.165817332188888395e+04,2.010785797223181305e-10
2.889019061477473542e+02,4.999999999999999899e-13,8.346431137580182985e+04,8.565372413480398356e-11
2.920448400915649358e+02,4.999999999999999899e-13,8.529018862410772999e+04,5.190910927860620568e-11
2.951877454560359411e+02,4.999999999999999899e-13,8.713580506741745921e+04,2.252404460897247735e-10
2.983306231453784108e+02,4.999999999999999899e-13,8.900116070630980539e+04,1.744416809727589796e-10
3.014734740260469721e+02,4.999999999999999899e-13,9.088625554133360856e+04,6.341875100451089570e-11
3.046162989286841025e+02,4.999999999999999899e-13,9.279108957300943439e+04,1.285150083934985284e-10
3.077590986499528753e+02,4.999999999999999899e-13,9.471566280183142226e+04,3.278146585216325188e-11
3.109018739542571552e+02,4.999999999999999899e-13,9.665997522826879867e+04,1.133503526969482221e-10
3.140446255753590776e+02,4.999999999999999899e-13,9.862402685276746342e+04,1.044323485674160376e-10
3.171873542178994967e+02,4.999999999999999899e-13,1.006078176757512410e+05,1.884551243004973885e-11
3.203300605588294161e+02,4.999999999999999899e-13,1.026113476976233360e+05,8.168591756018645293e-11
