x,y,v0_first,sigma_v0
5.763459196894551440e+00,4.999999999999999899e-13,3.321746191426839090e+01,1.002241016971315872e-12
9.095011330476355127e+00,4.999999999999999899e-13,8.271923110149327840e+01,1.000074163466421180e-12
1.232294097056658089e+01,4.999999999999999899e-13,1.518548741640684341e+02,1.008143665726218533e-12
1.551460301088674854e+01,4.999999999999999899e-13,2.407029065854161729e+02,1.000296620874116364e-12
1.868903635536281982e+01,4.999999999999999899e-13,3.492800798920732177e+02,1.068900120760348870e-12
2.185387422270976643e+01,4.999999999999999899e-13,4.775918185420184159e+02,1.004735425729135277e-12
2.501280320228961429e+01,4.999999999999999899e-13,6.256403240364695648e+02,1.062584725968455633e-12
2.816782970799362218e+01,4.999999999999999899e-13,7.934266304585280523e+02,1.073262508170137472e-12
3.132014170744717418e+01,4.999999999999999899e-13,9.809512765745720344e+02,1.004735425729232212e-12
3.447048833128498302e+01,4.999999999999999899e-13,1.188214565797254409e+03,1.862364093937508570e-12
3.761936575358842560e+01,4.999999999999999899e-13,1.415216679702261445e+03,1.022461152133110912e-12
4.076711582140680434e+01,4.999999999999999899e-13,1.661957732395997255e+03,1.009760845087098296e-12
4.391398181136464984e+01,4.999999999999999899e-13,1.928437798528865187e+03,1.155281373549224854e-12
4.706014161276053187e+01,4.999999999999999899e-13,2.214656928613075252e+03,1.022461152133319524e-12
5.020572833673803359e+01,4.999999999999999899e-13,2.520615157822340279e+03,1.177205444416494301e-12
5.335084358529321236e+01,4.999999999999999899e-13,2.846312511262422049e+03,1.128834207804711560e-12
5.649556626181197316e+01,4.999999999999999899e-13,3.191749007242787684e+03,2.509697758891221034e-12
5.963995857955815438e+01,4.999999999999999899e-13,3.556924659371411963e+03,1.134535847994406050e-12
6.278407025618012938e+01,4.999999999999999899e-13,3.941839477932962836e+03,3.210591418571162749e-12
6.592794150295864597e+01,4.999999999999999899e-13,4.346493470817536945e+03,1.101903822174979255e-12
6.907160519460960302e+01,4.999999999999999899e-13,4.770886644160021206e+03,1.755824908126859774e-12
7.221508847040725243e+01,4.999999999999999899e-13,5.215019002788747457e+03,5.894907137475001550e-12
7.535841393332140115e+01,4.999999999999999899e-13,5.678890550545809674e+03,1.439340761872511652e-12
7.850160056023911181e+01,4.999999999999999899e-13,6.162501290519333452e+03,1.780936594123285785e-12
8.164466440138234304e+01,4.999999999999999899e-13,6.665851225214349142e+03,3.280110443009678904e-12
8.478761912378546128e+01,4.999999999999999899e-13,7.188940356680111108e+03,5.015011183722335141e-12
8.793047643795706847e+01,4.999999999999999899e-13,7.731768686606123993e+03,1.101903822175399308e-12
9.107324643601633340e+01,4.999999999999999899e-13,8.294336216395362499e+03,8.958965747064440730e-12
9.421593786202357990e+01,4.999999999999999899e-13,8.876642947220689166e+03,4.479287671445550242e-12
9.735855832985964753e+01,4.999999999999999899e-13,9.478688880068682920e+03,1.893289284146163790e-12
1.005011145001590620e+02,4.999999999999999899e-13,1.010047401577408345e+04,8.553634067258833979e-12
1.036436122250039062e+02,4.999999999999999899e-13,1.074199835504697876e+04,3.852778615450722957e-12
1.067860566670317013e+02,4.999999999999999899e-13,1.140326189849450566e+04,5.996955467346138725e-12
1.099284523980859234e+02,4.999999999999999899e-13,1.208426464663824299e+04,3.349780845795605712e-12
1.130708034813952594e+02,4.999999999999999899e-13,1.278500659992830697e+04,6.550020058006938311e-12
1.162131135404037394e+02,4.999999999999999899e-13,1.350548775875477077e+04,2.222846016642886120e-12
1.193553858167155681e+02,4.999999999999999899e-13,1.424570812345702871e+04,2.365321425548947707e-12
1.224976232191119010e+02,4.999999999999999899e-13,1.500566769433150148e+04,1.013426655423671754e-12
1.256398283652043659e+02,4.999999999999999899e-13,1.578536647163800990e+04,7.399747770503244824e-12
1.287820036169846674e+02,4.999999999999999899e-13,1.658480445560505177e+04,3.407948453605970437e-12
1.319241511112890919e+02,4.999999999999999899e-13,1.740398164643423661e+04,4.171220151393965897e-12
1.350662727860068344e+02,4.999999999999999899e-13,1.824289804430400909e+04,6.291364385911471195e-12
1.382083704027101874e+02,4.999999999999999899e-13,1.910155364937273771e+04,2.409558223164540211e-12
1.413504455662641135e+02,4.999999999999999899e-13,1.997994846178139414e+04,1.003627564995869513e-12
1.444924997418751502e+02,4.999999999999999899e-13,2.087808248165578698e+04,1.780936594122458200e-12
1.476345342699616481e+02,4.999999999999999899e-13,2.179595570910848255e+04,2.683110701720000132e-11
1.507765503791635240e+02,4.999999999999999899e-13,2.273356814424043841e+04,2.014484143314810711e-11
1.539185491977572156e+02,4.999999999999999899e-13,2.369091978714240759e+04,2.848538541343043020e-12
1.570605317636998279e+02,4.999999999999999899e-13,2.466801063789616092e+04,1.337364182030603214e-11
1.602024990334905112e+02,4.999999999999999899e-13,2.566484069657552391e+04,3.103040007879957092e-11
1.633444518900084574e+02,4.999999999999999899e-13,2.668140996324728985e+04,4.639702082591561241e-12
1.664863911494630884e+02,4.999999999999999899e-13,2.771771843797202018e+04,2.046719808195248896e-11
1.696283175675709742e+02,4.999999999999999899e-13,2.877376612080470295e+04,3.291116194250561400e-11
1.727702318450588166e+02,4.999999999999999899e-13,2.984955301179537855e+04,1.265719586096831461e-11
1.759121346325763398e+02,4.999999999999999899e-13,3.094507911098966360e+04,8.130438607073263259e-12
1.790540265350913955e+02,4.999999999999999899e-13,3.206034441842920933e+04,2.939928463915409401e-11
1.821959081158303206e+02,4.999999999999999899e-13,3.319534893415208353e+04,3.291711923744636509e-12
1.853377798998174626e+02,4.999999999999999899e-13,3.435009265819318534e+04,7.888761337547264776e-12
1.884796423770602019e+02,4.999999999999999899e-13,3.552457559058450715e+04,7.291155721119557371e-12
1.916214960054206813e+02,4.999999999999999899e-13,3.671879773135545111e+04,1.842381067136884474e-11
1.947633412132094861e+02,4.999999999999999899e-13,3.793275908053306193e+04,1.619267992021080801e-11
1.979051784015321118e+02,4.999999999999999899e-13,3.916645963814225252e+04,1.573078041591675311e-11
2.010470079464154196e+02,4.999999999999999899e-13,4.041989940420602215e+04,1.599818951207359428e-11
2.041888302007374136e+02,4.999999999999999899e-13,4.169307837874558027e+04,3.802437348592664902e-11
2.073306454959820257e+02,4.999999999999999899e-13,4.298599656178057194e+04,3.896185381394704485e-11
2.104724541438361030e+02,4.999999999999999899e-13,4.429865395332919434e+04,2.985827684241273801e-12
2.136142564376457074e+02,4.999999999999999899e-13,4.563105055340826220e+04,1.151022019998848280e-11
2.167560526537458543e+02,4.999999999999999899e-13,4.698318636203344067e+04,2.072874167706910238e-11
2.198978430526758245e+02,4.999999999999999899e-13,4.835506137921925256e+04,4.889764406610405053e-12
2.230396278802921870e+02,4.999999999999999899e-13,4.974667560497920931e+04,1.081879996836450807e-11
2.261814073687885980e+02,4.999999999999999899e-13,5.115802903932589106e+04,2.689548381965158688e-12
2.293231817376320976e+02,4.999999999999999899e-13,5.258912168227103393e+04,1.058840778193731342e-11
2.324649511944232643e+02,4.999999999999999899e-13,5.403995353382558824e+04,3.446332274238795138e-11
2.356067159356874754e+02,4.999999999999999899e-13,5.551052459399972577e+04,1.283018346854506958e-12
2.387484761476040092e+02,4.999999999999999899e-13,5.700083486280303623e+04,2.120927186284222298e-11
2.418902320066778202e+02,4.999999999999999899e-13,5.851088434024442540e+04,1.597387885627882019e-11
2.450319836803601277e+02,4.999999999999999899e-13,6.004067302633226791e+04,1.776106035095880416e-11
2.481737313276213683e+02,4.999999999999999899e-13,6.159020092107439268e+04,1.175290183121109119e-11
2.513154750994816027e+02,4.999999999999999899e-13,6.315946802447815571e+04,2.109369903254318634e-11
2.544572151395012725e+02,4.999999999999999899e-13,6.474847433655044006e+04,3.328245734097025613e-11
2.575989515842363744e+02,4.999999999999999899e-13,6.635721985729775042e+04,3.034872819402929386e-11
2.607406845636602384e+02,4.999999999999999899e-13,6.798570458672617679e+04,4.593248619498951230e-11
2.638824142015557186e+02,4.999999999999999899e-13,6.963392852484140894e+04,5.170420212881851912e-11
2.670241406158792756e+02,4.999999999999999899e-13,7.130189167164887476e+04,4.820947860142480919e-11
2.701658639191000475e+02,4.999999999999999899e-13,7.298959402715369652e+04,3.751302724962258206e-11
