x,y,v0_first,sigma_v0
5.763459196894549663e+00,9.999999999999999799e-13,3.321746191426836958e+01,1.018268770468636307e-12
9.095011330476355127e+00,9.999999999999999799e-13,8.271923110149329261e+01,1.012179180313090897e-12
1.232294097056658266e+01,9.999999999999999799e-13,1.518548741640684625e+02,1.054806311397908776e-12
1.551460301088674854e+01,9.999999999999999799e-13,2.407029065854161445e+02,1.024358360620181725e-12
1.868903635536281982e+01,9.999999999999999799e-13,3.492800798920732177e+02,1.377554589645816919e-12
2.185387422270976643e+01,9.999999999999999799e-13,4.775918185420183590e+02,1.097433442486726849e-12
2.501280320228961074e+01,9.999999999999999799e-13,6.256403240364694511e+02,1.353196229023634874e-12
2.816782970799362218e+01,9.999999999999999799e-13,7.934266304585281659e+02,1.389733769956907537e-12
3.132014170744717418e+01,9.999999999999999799e-13,9.809512765745720344e+02,1.097433442490726841e-12
3.447048833128498302e+01,9.999999999999999799e-13,1.188214565797254409e+03,2.571114260132722556e-12
3.761936575358842560e+01,9.999999999999999799e-13,1.415216679702261899e+03,1.213135655442090045e-12
4.076711582140680434e+01,9.999999999999999799e-13,1.661957732395997027e+03,1.140060573579544914e-12
4.391398181136464984e+01,9.999999999999999799e-13,1.928437798528865414e+03,1.578511064778816059e-12
4.706014161276053187e+01,9.999999999999999799e-13,2.214656928613075706e+03,1.213135655446090037e-12
5.020572833673804070e+01,9.999999999999999799e-13,2.520615157822340734e+03,3.234879587083170653e-12
5.335084358529321236e+01,9.999999999999999799e-13,2.846312511262422049e+03,1.523704753378906964e-12
5.649556626181197316e+01,9.999999999999999799e-13,3.191749007242787684e+03,3.301865078798174195e-12
5.963995857955815438e+01,9.999999999999999799e-13,3.556924659371411963e+03,1.535883933685997792e-12
6.278407025618012938e+01,9.999999999999999799e-13,3.941839477932962836e+03,4.050884667930261863e-12
6.592794150295863176e+01,9.999999999999999799e-13,4.346493470817536036e+03,8.033476629656979881e-12
6.907160519460960302e+01,9.999999999999999799e-13,4.770886644160021206e+03,2.443232866866267529e-12
7.221508847040725243e+01,9.999999999999999799e-13,5.215019002788747457e+03,6.809469008392345780e-12
7.535841393332140115e+01,9.999999999999999799e-13,5.678890550545809674e+03,2.035230326444723233e-12
7.850160056023911181e+01,9.999999999999999799e-13,6.162501290519333452e+03,2.473680817643993974e-12
8.164466440138235725e+01,9.999999999999999799e-13,6.665851225214350961e+03,7.156575647254421241e-12
8.478761912378546128e+01,9.999999999999999799e-13,7.188940356680111108e+03,5.914299255527165038e-12
8.793047643795706847e+01,9.999999999999999799e-13,7.731768686606123083e+03,1.462808851823452661e-12
9.107324643601633340e+01,9.999999999999999799e-13,8.294336216395362499e+03,9.902980807409426245e-12
9.421593786202357990e+01,9.999999999999999799e-13,8.876642947220687347e+03,5.366236141524070258e-12
9.735855832985964753e+01,9.999999999999999799e-13,9.478688880068682920e+03,2.607651801061992803e-12
1.005011145001590762e+02,9.999999999999999799e-13,1.010047401577408527e+04,3.935182454970896655e-12
1.036436122250039062e+02,9.999999999999999799e-13,1.074199835504697876e+04,4.720739585040258997e-12
1.067860566670316871e+02,9.999999999999999799e-13,1.140326189849450384e+04,7.223561138969430438e-12
1.099284523980859234e+02,9.999999999999999799e-13,1.208426464663824299e+04,4.197034831663351706e-12
1.130708034813952736e+02,9.999999999999999799e-13,1.278500659992830879e+04,7.381890483009605657e-12
1.162131135404037394e+02,9.999999999999999799e-13,1.350548775875477077e+04,2.985206390705810251e-12
1.193553858167155681e+02,9.999999999999999799e-13,1.424570812345702871e+04,3.143535734753992320e-12
1.224976232191119010e+02,9.999999999999999799e-13,1.500566769433150330e+04,1.164418934197726562e-12
1.256398283652043659e+02,9.999999999999999799e-13,1.578536647163800990e+04,8.331866547274693677e-12
1.287820036169846674e+02,9.999999999999999799e-13,1.658480445560505177e+04,4.257930733214803594e-12
1.319241511112890919e+02,9.999999999999999799e-13,1.740398164643423661e+04,5.049577453439711548e-12
1.350662727860068344e+02,9.999999999999999799e-13,1.824289804430401273e+04,7.211381958654336597e-12
1.382083704027101874e+02,9.999999999999999799e-13,1.910155364937273771e+04,3.192252455994354599e-12
1.413504455662641135e+02,9.999999999999999799e-13,1.997994846178139778e+04,1.085254262179636021e-12
1.444924997418751502e+02,9.999999999999999799e-13,2.087808248165578698e+04,2.473680817639993376e-12
1.476345342699616481e+02,9.999999999999999799e-13,2.179595570910848255e+04,2.781246545486855762e-11
