x,y,v0_first
5.763521608111371819e+00,3.959618757399298694e+00,1.753960062321833036e+01
9.095050881150086752e+00,3.959618757399298694e+00,6.704136982676061507e+01
1.232297016138030976e+01,3.959618757399298694e+00,1.361770128943211091e+02
1.551462619665130482e+01,3.959618757399298694e+00,2.250250453178705641e+02
1.868905560293633172e+01,3.959618757399298694e+00,3.336022186256975033e+02
2.185389068290330172e+01,3.959618757399298694e+00,4.619139572763393744e+02
2.501281758369471575e+01,3.959618757399298694e+00,6.099624627712393021e+02
2.816784247857035339e+01,3.959618757399298694e+00,7.777487691936041756e+02
3.132015319269391185e+01,3.959618757399298694e+00,9.652734153098662091e+02
3.447049876686813974e+01,3.959618757399298694e+00,1.172536704532709564e+03
3.761937531567726012e+01,3.959618757399298694e+00,1.399538818437838927e+03
4.076712464517969892e+01,3.959618757399298694e+00,1.646279871131669552e+03
4.391399000282896026e+01,3.959618757399298694e+00,1.912759937264613427e+03
4.706014925659322756e+01,3.959618757399298694e+00,2.198979067348884200e+03
5.020573550165505594e+01,3.959618757399298694e+00,2.504937296558198796e+03
5.335085032782767200e+01,3.959618757399298694e+00,2.830634649998321947e+03
5.649557262903589816e+01,3.959618757399298694e+00,3.176071145978722143e+03
5.963996461108376224e+01,3.959618757399298694e+00,3.541246798107375071e+03
6.278407598565816983e+01,3.959618757399298694e+00,3.926161616668950955e+03
6.592794695921824655e+01,3.959618757399298694e+00,4.330815609553545983e+03
6.907161040253801332e+01,3.959618757399298694e+00,4.755208782896049343e+03
7.221509345163751448e+01,3.959618757399298694e+00,5.199341141524791055e+03
7.535841870677631960e+01,3.959618757399298694e+00,5.663212689281866915e+03
7.850160514256604927e+01,3.959618757399298694e+00,6.146823429255404335e+03
8.164466880730412868e+01,3.959618757399298694e+00,6.650173363950430939e+03
8.478762336638614272e+01,3.959618757399298694e+00,7.173262495416201091e+03
8.793048052891656141e+01,3.959618757399298694e+00,7.716090825342224889e+03
9.107325038580438559e+01,3.959618757399298694e+00,8.278658355131470671e+03
9.421594168006150483e+01,3.959618757399298694e+00,8.860965085956802795e+03
9.735856202465582498e+01,3.959618757399298694e+00,9.463011018804805644e+03
1.005011180794231791e+02,3.959618757399298694e+00,1.008479615451021164e+04
1.036436156957439465e+02,3.959618757399298694e+00,1.072632049378311240e+04
1.067860600356366234e+02,3.959618757399298694e+00,1.138758403723064112e+04
1.099284556703965308e+02,3.959618757399298694e+00,1.206858678537438573e+04
1.130708066627650936e+02,3.959618757399298694e+00,1.276932873866445334e+04
1.162131166357518737e+02,3.959618757399298694e+00,1.348980989749092078e+04
1.193553888305724229e+02,3.959618757399298694e+00,1.423003026219318235e+04
1.224976261556590629e+02,3.959618757399298694e+00,1.498998983306765876e+04
1.256398312283096033e+02,3.959618757399298694e+00,1.576968861037417082e+04
1.287820064102324977e+02,3.959618757399298694e+00,1.656912659434121815e+04
