index,v0_bs,v0_rs,delta,sigma_bs,sigma_rs,sigma_delta,within_error
1.000000000000000000e+00,3.321746191426836958e+01,3.321746191426836958e+01,0.000000000000000000e+00,1.005628378123726514e-12,1.018268770468636307e-12,2.023897148592363023e-12,1.000000000000000000e+00
2.000000000000000000e+00,8.271923110149329261e+01,8.271923110149329261e+01,0.000000000000000000e+00,1.005551154378414757e-12,1.012179180313090897e-12,2.017730334691505654e-12,1.000000000000000000e+00
3.000000000000000000e+00,1.518548741640684341e+02,1.518548741640684625e+02,-2.842170943040400743e-14,1.006017061022731671e-12,1.054806311397908776e-12,2.060823372420640447e-12,1.000000000000000000e+00
4.000000000000000000e+00,2.407029065854161161e+02,2.407029065854161445e+02,-2.842170943040400743e-14,1.004734681096597757e-12,1.024358360620181725e-12,2.029093041716779685e-12,1.000000000000000000e+00
5.000000000000000000e+00,3.492800798920733314e+02,3.492800798920732177e+02,1.136868377216160297e-13,1.004562753018423137e-12,1.377554589645816919e-12,2.382117342664240055e-12,1.000000000000000000e+00
6.000000000000000000e+00,4.775918185420183022e+02,4.775918185420183590e+02,-5.684341886080801487e-14,1.004001563885536065e-12,1.097433442486726849e-12,2.101435006372262914e-12,1.000000000000000000e+00
7.000000000000000000e+00,6.256403240364694511e+02,6.256403240364694511e+02,0.000000000000000000e+00,1.004579981057093985e-12,1.353196229023634874e-12,2.357776210080728859e-12,1.000000000000000000e+00
8.000000000000000000e+00,7.934266304585282796e+02,7.934266304585281659e+02,1.136868377216160297e-13,1.003438455776891394e-12,1.389733769956907537e-12,2.393172225733798931e-12,1.000000000000000000e+00
9.000000000000000000e+00,9.809512765745721481e+02,9.809512765745720344e+02,1.136868377216160297e-13,1.004779074359207208e-12,1.097433442490726841e-12,2.102212516849934049e-12,1.000000000000000000e+00
1.000000000000000000e+01,1.188214565797254409e+03,1.188214565797254409e+03,0.000000000000000000e+00,1.005259779105277762e-12,2.571114260132722556e-12,3.576374039238000116e-12,1.000000000000000000e+00
1.100000000000000000e+01,1.415216679702261445e+03,1.415216679702261899e+03,-4.547473508864641190e-13,1.003444155802188519e-12,1.213135655442090045e-12,2.216579811244278564e-12,1.000000000000000000e+00
1.200000000000000000e+01,1.661957732395997255e+03,1.661957732395997027e+03,2.273736754432320595e-13,1.004976454570037978e-12,1.140060573579544914e-12,2.145037028149582892e-12,1.000000000000000000e+00
1.300000000000000000e+01,1.928437798528865642e+03,1.928437798528865414e+03,2.273736754432320595e-13,1.005360593484828442e-12,1.578511064778816059e-12,2.583871658263644703e-12,1.000000000000000000e+00
1.400000000000000000e+01,2.214656928613075252e+03,2.214656928613075706e+03,-4.547473508864641190e-13,1.004308484646719362e-12,1.213135655446090037e-12,2.217444140092809602e-12,1.000000000000000000e+00
1.500000000000000000e+01,2.520615157822340734e+03,2.520615157822340734e+03,0.000000000000000000e+00,1.004596471712513600e-12,3.234879587083170653e-12,4.239476058795683849e-12,1.000000000000000000e+00
1.600000000000000000e+01,2.846312511262422504e+03,2.846312511262422049e+03,4.547473508864641190e-13,1.003256277076294806e-12,1.523704753378906964e-12,2.526961030455201770e-12,1.000000000000000000e+00
1.700000000000000000e+01,3.191749007242788139e+03,3.191749007242787684e+03,4.547473508864641190e-13,1.005172323573330312e-12,3.301865078798174195e-12,4.307037402371504103e-12,1.000000000000000000e+00
1.800000000000000000e+01,3.556924659371411963e+03,3.556924659371411963e+03,0.000000000000000000e+00,1.004550167740306400e-12,1.535883933685997792e-12,2.540434101426304395e-12,1.000000000000000000e+00
