index,v0_bs,v0_rs,delta,sigma_bs,sigma_rs,sigma_delta,within_error
1.000000000000000000e+00,4.883119364361919423e+01,4.883119364361919423e+01,0.000000000000000000e+00,1.008530190428503361e-12,1.015304171852085532e-12,2.023834362280589095e-12,1.000000000000000000e+00
2.000000000000000000e+00,1.085163588301551556e+02,1.085163588301551840e+02,-2.842170943040400743e-14,1.010172967329517250e-12,1.084172945173470899e-12,2.094345912502988352e-12,1.000000000000000000e+00
3.000000000000000000e+00,1.876358383069524791e+02,1.876358383069525075e+02,-2.842170943040400743e-14,1.010032731799749415e-12,1.015304171848085541e-12,2.025336903647834754e-12,1.000000000000000000e+00
4.000000000000000000e+00,2.864089574053429601e+02,2.864089574053428464e+02,1.136868377216160297e-13,1.008263486953705751e-12,1.351995952553969800e-12,2.360259439507675551e-12,1.000000000000000000e+00
5.000000000000000000e+00,4.048870837222878549e+02,4.048870837222878549e+02,0.000000000000000000e+00,1.011053238253034725e-12,1.313735522924755159e-12,2.324788761177790085e-12,1.000000000000000000e+00
6.000000000000000000e+00,5.430879277215027514e+02,5.430879277215027514e+02,0.000000000000000000e+00,1.008534270135569517e-12,1.443820983654483342e-12,2.452355253790053060e-12,1.000000000000000000e+00
7.000000000000000000e+00,7.010190141478594796e+02,7.010190141478593659e+02,1.136868377216160297e-13,1.009696080441571092e-12,1.068868773327385233e-12,2.078564853768956326e-12,1.000000000000000000e+00
8.000000000000000000e+00,8.786840039335513666e+02,8.786840039335513666e+02,0.000000000000000000e+00,1.009046204996887064e-12,1.175997976277984635e-12,2.185044181274871497e-12,1.000000000000000000e+00
9.000000000000000000e+00,1.076084858399563927e+03,1.076084858399563700e+03,2.273736754432320595e-13,1.010010904656577483e-12,1.535646014754996884e-12,2.545656919411574367e-12,1.000000000000000000e+00
1.000000000000000000e+01,1.293222707450960797e+03,1.293222707450960570e+03,2.273736754432320595e-13,1.008779640087048020e-12,1.711643991030981645e-12,2.720423631118029664e-12,1.000000000000000000e+00
1.100000000000000000e+01,1.530098240146401849e+03,1.530098240146401849e+03,0.000000000000000000e+00,1.009549919478053263e-12,1.114781288877642206e-12,2.124331208355695470e-12,1.000000000000000000e+00
1.200000000000000000e+01,1.786711896456865816e+03,1.786711896456866043e+03,-2.273736754432320595e-13,1.010319705803127905e-12,1.925902396928179851e-12,2.936222102731307755e-12,1.000000000000000000e+00
1.300000000000000000e+01,2.063063968168996325e+03,2.063063968168996325e+03,0.000000000000000000e+00,1.011089102530293968e-12,2.507460927231432823e-12,3.518550029761726792e-12,1.000000000000000000e+00
1.400000000000000000e+01,2.359154655064075541e+03,2.359154655064075541e+03,0.000000000000000000e+00,1.008893639497204400e-12,4.213876088519984354e-12,5.222769728017189158e-12,1.000000000000000000e+00
1.500000000000000000e+01,2.674984097701039445e+03,2.674984097701038991e+03,4.547473508864641190e-13,1.009470260330716308e-12,3.089019457538688413e-12,4.098489717869404721e-12,1.000000000000000000e+00
