index,v0_bs,v0_rs,delta,sigma_bs,sigma_rs,sigma_delta,within_error
1.000000000000000000e+00,1.936501189270393297e+02,1.936501189270393013e+02,2.842170943040400743e-14,1.044166429181844847e-12,1.036376956860223348e-12,2.080543386042068195e-12,1.000000000000000000e+00
2.000000000000000000e+00,3.182171911885544091e+02,3.182171911885542954e+02,1.136868377216160297e-13,1.043551374996128970e-12,1.836670007833140785e-12,2.880221382829269754e-12,1.000000000000000000e+00
3.000000000000000000e+00,4.591800539141175932e+02,4.591800539141175932e+02,0.000000000000000000e+00,1.041852513615460614e-12,1.363769568624234526e-12,2.405622082239695140e-12,1.000000000000000000e+00
4.000000000000000000e+00,6.186767709028565605e+02,6.186767709028564468e+02,1.136868377216160297e-13,1.042507933949970415e-12,1.509277396073128387e-12,2.551785330023098801e-12,1.000000000000000000e+00
5.000000000000000000e+00,7.973357568628910030e+02,7.973357568628910030e+02,0.000000000000000000e+00,1.044809905598562970e-12,1.181884784313117200e-12,2.226694689911680171e-12,1.000000000000000000e+00
6.000000000000000000e+00,9.954143869290775228e+02,9.954143869290774091e+02,1.136868377216160297e-13,1.042364754905266991e-12,2.418701317628715015e-12,3.461066072533982006e-12,1.000000000000000000e+00
7.000000000000000000e+00,1.213038102514200318e+03,1.213038102514200318e+03,0.000000000000000000e+00,1.046767048571570664e-12,1.363769568624234324e-12,2.410536617195804988e-12,1.000000000000000000e+00
8.000000000000000000e+00,1.450275213436748800e+03,1.450275213436748800e+03,0.000000000000000000e+00,1.046487401227663085e-12,2.164062619589148950e-12,3.210550020816812237e-12,1.000000000000000000e+00
9.000000000000000000e+00,1.707165942561356360e+03,1.707165942561356360e+03,0.000000000000000000e+00,1.042871319561865182e-12,3.073486541144732751e-12,4.116357860706598134e-12,1.000000000000000000e+00
1.000000000000000000e+01,1.983735404675768905e+03,1.983735404675769360e+03,-4.547473508864641190e-13,1.043495258429075082e-12,5.074219168567015659e-12,6.117714426996090539e-12,1.000000000000000000e+00
1.100000000000000000e+01,2.280000018067331439e+03,2.280000018067331439e+03,0.000000000000000000e+00,1.043715831664064215e-12,2.418701317624711994e-12,3.462417149288776209e-12,1.000000000000000000e+00
1.200000000000000000e+01,2.595970921567034566e+03,2.595970921567034111e+03,4.547473508864641190e-13,1.043536950702941427e-12,7.838867890100017782e-12,8.882404840802959815e-12,1.000000000000000000e+00
