index,v0_bs,v0_rs,delta,sigma_bs,sigma_rs,sigma_delta,within_error
4.200000000000000000e+01,1.951426950796085657e+04,1.951426950796084930e+04,7.275957614183425903e-12,1.040499514748727634e-12,1.729038595455057973e-11,1.833088546929930818e-11,1.000000000000000000e+00
4.300000000000000000e+01,2.040253454012487418e+04,2.040253454012487418e+04,0.000000000000000000e+00,1.041411001257007442e-12,2.176366374236347618e-11,2.280507474362048443e-11,1.000000000000000000e+00
4.400000000000000000e+01,2.131053874041136442e+04,2.131053874041137169e+04,-7.275957614183425903e-12,1.040094960412245309e-12,1.095685086368329217e-12,2.135780046780574728e-12,1.000000000000000000e+00
4.500000000000000000e+01,2.223828211221837773e+04,2.223828211221838137e+04,-3.637978807091712952e-12,1.040958419726079318e-12,3.035140024409648572e-11,3.139235866382256666e-11,1.000000000000000000e+00
4.600000000000000000e+01,2.318576465859624659e+04,2.318576465859624659e+04,0.000000000000000000e+00,1.041821854443643488e-12,3.714504137638985751e-11,3.818686323083349797e-11,1.000000000000000000e+00
4.700000000000000000e+01,2.415298638228945856e+04,2.415298638228945856e+04,0.000000000000000000e+00,1.042685266059958129e-12,2.542361829602856946e-11,2.646630356208852779e-11,1.000000000000000000e+00
4.800000000000000000e+01,2.513994728577278147e+04,2.513994728577278147e+04,0.000000000000000000e+00,1.041129286176252142e-12,1.530492041236624192e-11,1.634604969854249285e-11,1.000000000000000000e+00
4.900000000000000000e+01,2.614664737128240085e+04,2.614664737128240449e+04,-3.637978807091712952e-12,1.039477355899180523e-12,1.473080989414025522e-11,1.577028725003943676e-11,1.000000000000000000e+00
5.000000000000000000e+01,2.717308664084307020e+04,2.717308664084307748e+04,-7.275957614183425903e-12,1.040244778255561301e-12,2.551930338239486104e-11,2.655954816065042133e-11,1.000000000000000000e+00
5.100000000000000000e+01,2.821926509629163047e+04,2.821926509629162683e+04,3.637978807091712952e-12,1.041012184434031911e-12,5.025389820912911656e-11,5.129491039356314767e-11,1.000000000000000000e+00
5.200000000000000000e+01,2.928518273929757561e+04,2.928518273929757197e+04,3.637978807091712952e-12,1.039168351869421278e-12,1.915624513877199629e-11,2.019541349064141817e-11,1.000000000000000000e+00
5.300000000000000000e+01,3.037083957138102778e+04,3.037083957138103142e+04,-3.637978807091712952e-12,1.039887767278263986e-12,3.295881884768796239e-11,3.399870661496622597e-11,1.000000000000000000e+00
5.400000000000000000e+01,3.147623559392847892e+04,3.147623559392848620e+04,-7.275957614183425903e-12,1.040607169854815351e-12,6.119152120810616810e-12,7.159759290665432565e-12,1.000000000000000000e+00
5.500000000000000000e+01,3.260137080820669507e+04,3.260137080820669871e+04,-3.637978807091712952e-12,1.041326560270021842e-12,1.908448132399424999e-11,2.012580788426427123e-11,1.000000000000000000e+00
5.600000000000000000e+01,3.374624521537485271e+04,3.374624521537485998e+04,-7.275957614183425903e-12,1.042045939148834367e-12,3.252823595902147816e-11,3.357028189817031334e-11,1.000000000000000000e+00
5.700000000000000000e+01,3.491085881649537623e+04,3.491085881649536896e+04,7.275957614183425903e-12,1.039914286602611433e-12,7.482664601591811927e-12,8.522578888194422552e-12,1.000000000000000000e+00
5.800000000000000000e+01,3.609521161254342587e+04,3.609521161254341860e+04,7.275957614183425903e-12,1.040585686950774334e-12,8.583043094846595233e-12,9.623628781797369568e-12,1.000000000000000000e+00
5.900000000000000000e+01,3.729930360441541416e+04,3.729930360441541416e+04,0.000000000000000000e+00,1.041257078058342872e-12,3.128432983620721339e-11,3.232558691426555848e-11,1.000000000000000000e+00
6.000000000000000000e+01,3.852313479293647106e+04,3.852313479293647833e+04,-7.275957614183425903e-12,1.038933570343406877e-12,1.441983336343667934e-11,1.545876693378008500e-11,1.000000000000000000e+00
6.100000000000000000e+01,3.976670517886719608e+04,3.976670517886719608e+04,0.000000000000000000e+00,1.039556988993976582e-12,4.530219498946042825e-11,4.634175197845440241e-11,1.000000000000000000e+00
6.200000000000000000e+01,4.103001476290953724e+04,4.103001476290952269e+04,1.455191522836685181e-11,1.037089600208501564e-12,7.979666862596832186e-11,8.083375822617682685e-11,1.000000000000000000e+00
6.300000000000000000e+01,4.231306354571222619e+04,4.231306354571221891e+04,7.275957614183425903e-12,1.040803804378960413e-12,1.035321719269768770e-11,1.139402099707664852e-11,1.000000000000000000e+00
6.400000000000000000e+01,4.361585152787548577e+04,4.361585152787549305e+04,-7.275957614183425903e-12,1.039833847859276794e-12,1.308024215425207270e-11,1.412007600211135010e-11,1.000000000000000000e+00
6.500000000000000000e+01,4.493837870995536650e+04,4.493837870995537378e+04,-7.275957614183425903e-12,1.040433262221597891e-12,5.545041602588641616e-12,6.585474864810239305e-12,1.000000000000000000e+00
6.600000000000000000e+01,4.628064509246755915e+04,4.628064509246755188e+04,7.275957614183425903e-12,1.039391363821062223e-12,4.601983313724198832e-11,4.705922450106304832e-11,1.000000000000000000e+00
6.700000000000000000e+01,4.764265067589084356e+04,4.764265067589085083e+04,-7.275957614183425903e-12,1.039966790456114928e-12,3.033308085367497920e-12,4.073274875823613050e-12,1.000000000000000000e+00
6.800000000000000000e+01,4.902439546067029733e+04,4.902439546067030460e+04,-7.275957614183425903e-12,1.042231470698199904e-12,6.422392081919299471e-11,6.526615228989119684e-11,1.000000000000000000e+00
6.900000000000000000e+01,5.042587944721998792e+04,5.042587944721999520e+04,-7.275957614183425903e-12,1.039404393771416734e-12,1.205162747577504215e-11,1.309103186954645848e-11,1.000000000000000000e+00
7.000000000000000000e+01,5.184710263592564297e+04,5.184710263592564297e+04,0.000000000000000000e+00,1.039955829905864786e-12,4.133126390509583037e-11,4.237121973500169637e-11,1.000000000000000000e+00
7.100000000000000000e+01,5.328806502714685485e+04,5.328806502714686212e+04,-7.275957614183425903e-12,1.040507261633622024e-12,3.116472347824833109e-11,3.220523073988195191e-11,1.000000000000000000e+00
7.200000000000000000e+01,5.474876662121924164e+04,5.474876662121924164e+04,0.000000000000000000e+00,1.041058689132363854e-12,1.595079474536595856e-11,1.699185343449832161e-11,1.000000000000000000e+00
7.300000000000000000e+01,5.622920741845630255e+04,5.622920741845629527e+04,7.275957614183425903e-12,1.037991841912221932e-12,3.877168784468954159e-11,3.980967968660176332e-11,1.000000000000000000e+00
7.400000000000000000e+01,5.772938741915114224e+04,5.772938741915114952e+04,-7.275957614183425903e-12,1.040328422015461840e-12,6.307569978274906694e-11,6.411602820476452999e-11,1.000000000000000000e+00
7.500000000000000000e+01,5.924930662357809342e+04,5.924930662357810070e+04,-7.275957614183425903e-12,1.040855863202558769e-12,7.721877317513633250e-12,8.762733180716192019e-12,1.000000000000000000e+00
7.600000000000000000e+01,6.078896503199409926e+04,6.078896503199409926e+04,0.000000000000000000e+00,1.039502241806276664e-12,2.219424663102593759e-11,2.323374887283221507e-11,1.000000000000000000e+00
7.700000000000000000e+01,6.234836264463999396e+04,6.234836264463999396e+04,0.000000000000000000e+00,1.040005701932301252e-12,4.621120330998264294e-11,4.725120901191494702e-11,1.000000000000000000e+00
7.800000000000000000e+01,6.392749946174178331e+04,6.392749946174176876e+04,1.455191522836685181e-11,1.042438166579622165e-12,4.690492018616751516e-11,4.794735835274713955e-11,1.000000000000000000e+00
7.900000000000000000e+01,6.552637548351161968e+04,6.552637548351161240e+04,7.275957614183425903e-12,1.041012613145512805e-12,2.917925793605996724e-11,3.022027054920548287e-11,1.000000000000000000e+00
8.000000000000000000e+01,6.714499071014889341e+04,6.714499071014890797e+04,-1.455191522836685181e-11,1.039539109002048195e-12,1.765480690964634544e-12,2.805019799966682941e-12,1.000000000000000000e+00
8.100000000000000000e+01,6.878334514184114232e+04,6.878334514184114232e+04,0.000000000000000000e+00,1.042019513029342639e-12,5.149780433194333610e-11,5.253982384497268097e-11,1.000000000000000000e+00
8.200000000000000000e+01,7.044143877876483020e+04,7.044143877876483020e+04,0.000000000000000000e+00,1.040498056166171978e-12,3.432233132846919385e-11,3.536282938463536523e-11,1.000000000000000000e+00
8.300000000000000000e+01,7.211927162108616903e+04,7.211927162108616903e+04,0.000000000000000000e+00,1.036879773468525373e-12,5.106722144327278706e-11,5.210410121674131042e-11,1.000000000000000000e+00
8.400000000000000000e+01,7.381684366896173742e+04,7.381684366896175197e+04,-1.455191522836685181e-11,1.043529843333208214e-12,7.661513950415481668e-11,7.765866934748802288e-11,1.000000000000000000e+00
8.500000000000000000e+01,7.553415492253935372e+04,7.553415492253936827e+04,-1.455191522836685181e-11,1.037742813073970839e-12,2.291748666001446081e-12,3.329491479075416920e-12,1.000000000000000000e+00
8.600000000000000000e+01,7.727120538195839617e+04,7.727120538195839617e+04,0.000000000000000000e+00,1.040295126007144633e-12,1.451551844981101654e-11,1.555581357581816258e-11,1.000000000000000000e+00
8.700000000000000000e+01,7.902799504735054506e+04,7.902799504735053051e+04,1.455191522836685181e-11,1.040750613991949010e-12,9.785722867836795218e-11,9.889797929235989715e-11,1.000000000000000000e+00
8.800000000000000000e+01,8.080452391884024837e+04,8.080452391884026292e+04,-1.455191522836685181e-11,1.039037357935748521e-12,8.123194492152320895e-11,8.227098227945895242e-11,1.000000000000000000e+00
8.900000000000000000e+01,8.260079199654515833e+04,8.260079199654518743e+04,-2.910383045673370361e-11,1.041661584224283928e-12,1.287635115759800202e-10,1.298051731602042965e-10,1.000000000000000000e+00
9.000000000000000000e+01,8.441679928057666984e+04,8.441679928057664074e+04,2.910383045673370361e-11,1.039900378880494142e-12,1.794048435374813920e-10,1.804447439163618791e-10,1.000000000000000000e+00
9.100000000000000000e+01,8.625254577104009513e+04,8.625254577104006603e+04,2.910383045673370361e-11,1.040331886836626544e-12,8.309780410574465135e-11,8.413813599258127850e-11,1.000000000000000000e+00
9.200000000000000000e+01,8.810803146803534764e+04,8.810803146803533309e+04,1.455191522836685181e-11,1.040763393186326738e-12,2.841377724509733903e-11,2.945454063828366658e-11,1.000000000000000000e+00
9.300000000000000000e+01,8.998325637165705848e+04,8.998325637165705848e+04,0.000000000000000000e+00,1.038906292536869095e-12,3.755170299346781583e-11,3.859060928600468452e-11,1.000000000000000000e+00
9.400000000000000000e+01,9.187822048199501296e+04,9.187822048199502751e+04,-1.455191522836685181e-11,1.039313823418324977e-12,9.725919688855336527e-11,9.829851071197169025e-11,1.000000000000000000e+00
9.500000000000000000e+01,9.379292379913444165e+04,9.379292379913442710e+04,1.455191522836685181e-11,1.042057903091488084e-12,5.008644930797689090e-11,5.112850721106838080e-11,1.000000000000000000e+00
9.600000000000000000e+01,9.572736632315613679e+04,9.572736632315612223e+04,1.455191522836685181e-11,1.042489403500061878e-12,1.103202111781033458e-10,1.113627005816034050e-10,1.000000000000000000e+00
9.700000000000000000e+01,9.768154805413697613e+04,9.768154805413699069e+04,-1.455191522836685181e-11,1.040536407949650043e-12,1.243436782125635464e-11,1.347490422920600448e-11,1.000000000000000000e+00
9.800000000000000000e+01,9.965546899215003941e+04,9.965546899215003941e+04,0.000000000000000000e+00,1.040943933557049797e-12,4.003951523909234519e-11,4.108045917264939782e-11,1.000000000000000000e+00
9.900000000000000000e+01,1.016491291372646810e+05,1.016491291372647102e+05,-2.910383045673370361e-11,1.041351457942931988e-12,1.862997716373116840e-11,1.967132862167409938e-11,1.000000000000000000e+00
1.000000000000000000e+02,1.036625284895470395e+05,1.036625284895470686e+05,-2.910383045673370361e-11,1.041758981143071571e-12,6.231021909179053263e-11,6.335197807293359794e-11,1.000000000000000000e+00
1.010000000000000000e+02,1.056956670490600081e+05,1.056956670490600227e+05,-1.455191522836685181e-11,1.039686120651280865e-12,2.408402708683994809e-11,2.512371320749122956e-11,1.000000000000000000e+00
1.020000000000000000e+02,1.077485448158634536e+05,1.077485448158634536e+05,0.000000000000000000e+00,1.042574024122374265e-12,1.112770620418066254e-10,1.123196360659289988e-10,1.000000000000000000e+00
1.030000000000000000e+02,1.098211617900144920e+05,1.098211617900144774e+05,1.455191522836685181e-11,1.042981543966430664e-12,2.449969702443422539e-10,2.460399517883086960e-10,1.000000000000000000e+00
1.040000000000000000e+02,1.119135179715674894e+05,1.119135179715674894e+05,0.000000000000000000e+00,1.038284467136694327e-12,1.231180914801349189e-10,1.241563759472716201e-10,1.000000000000000000e+00
1.050000000000000000e+02,1.140256133605743380e+05,1.140256133605743380e+05,0.000000000000000000e+00,1.038644041632464097e-12,5.994201320412489202e-11,6.098065724575735390e-11,1.000000000000000000e+00
1.060000000000000000e+02,1.161574479570845433e+05,1.161574479570845433e+05,0.000000000000000000e+00,1.041603856264063816e-12,6.864935606382076466e-11,6.969095992008483272e-11,1.000000000000000000e+00
1.070000000000000000e+02,1.183090217611453263e+05,1.183090217611453263e+05,0.000000000000000000e+00,1.039363188006495602e-12,5.176093831945769160e-11,5.280030150746418457e-11,1.000000000000000000e+00
1.080000000000000000e+02,1.204803347728018707e+05,1.204803347728018562e+05,1.455191522836685181e-11,1.042370943927504427e-12,6.606585873182187225e-11,6.710822967574937526e-11,1.000000000000000000e+00
1.090000000000000000e+02,1.226713869920972211e+05,1.226713869920972356e+05,-1.455191522836685181e-11,1.040082331047108388e-12,1.548616188834873517e-10,1.559017012145344542e-10,1.000000000000000000e+00
1.100000000000000000e+02,1.248821784190726321e+05,1.248821784190726175e+05,1.455191522836685181e-11,1.040441901372970419e-12,1.377395903044096612e-11,1.481440093181393755e-11,1.000000000000000000e+00
1.110000000000000000e+02,1.271127090537674376e+05,1.271127090537674230e+05,1.455191522836685181e-11,1.040801470930615114e-12,2.048809977835814942e-10,2.059217992545121100e-10,1.000000000000000000e+00
1.120000000000000000e+02,1.293629788962193707e+05,1.293629788962193561e+05,1.455191522836685181e-11,1.041161039740180765e-12,1.234529892824267945e-10,1.244941503221669763e-10,1.000000000000000000e+00
1.130000000000000000e+02,1.316329879464644182e+05,1.316329879464644182e+05,0.000000000000000000e+00,1.041520607821108541e-12,3.977638125157796385e-11,4.081790185939907542e-11,1.000000000000000000e+00
1.140000000000000000e+02,1.339227362045371265e+05,1.339227362045371265e+05,0.000000000000000000e+00,1.039088163512826233e-12,1.139084019169906604e-10,1.149474900805034917e-10,1.000000000000000000e+00
1.150000000000000000e+02,1.362322236704705574e+05,1.362322236704705574e+05,0.000000000000000000e+00,1.039423759080201470e-12,8.472445057404021246e-11,8.576387433312041535e-11,1.000000000000000000e+00
1.160000000000000000e+02,1.385614503442963469e+05,1.385614503442963760e+05,-2.910383045673370361e-11,1.039759354018313192e-12,9.644587365440141650e-11,9.748563300841972626e-11,1.000000000000000000e+00
1.170000000000000000e+02,1.409104162260448211e+05,1.409104162260448211e+05,0.000000000000000000e+00,1.040094948342966688e-12,1.944034808260302769e-10,1.954435757743732486e-10,1.000000000000000000e+00
1.180000000000000000e+02,1.432791213157451130e+05,1.432791213157451130e+05,0.000000000000000000e+00,1.040430542069441778e-12,1.130233148680651271e-10,1.140637454101345671e-10,1.000000000000000000e+00
1.190000000000000000e+02,1.456675656134250748e+05,1.456675656134250457e+05,2.910383045673370361e-11,1.040766135212515430e-12,2.613351987420758568e-10,2.623759648772883700e-10,1.000000000000000000e+00
1.200000000000000000e+02,1.480757491191114532e+05,1.480757491191114532e+05,0.000000000000000000e+00,1.038165890087590246e-12,3.707327756161615664e-11,3.811144345170374911e-11,1.000000000000000000e+00
1.210000000000000000e+02,1.505036718328299467e+05,1.505036718328299467e+05,0.000000000000000000e+00,1.041437319805171583e-12,2.230133216507588967e-10,2.240547589705640592e-10,1.000000000000000000e+00
1.220000000000000000e+02,1.529513337546052353e+05,1.529513337546052062e+05,2.910383045673370361e-11,1.038789131904830143e-12,2.102210432298940295e-11,2.206089345489423350e-11,1.000000000000000000e+00
1.230000000000000000e+02,1.554187348844609514e+05,1.554187348844609514e+05,0.000000000000000000e+00,1.039100752070707636e-12,2.494941693037428975e-10,2.505332700558135987e-10,1.000000000000000000e+00
1.240000000000000000e+02,1.579058752224198251e+05,1.579058752224197960e+05,2.910383045673370361e-11,1.039412371757087955e-12,7.171688070888242501e-12,8.211100442645330658e-12,1.000000000000000000e+00
1.250000000000000000e+02,1.604127547685037134e+05,1.604127547685037134e+05,0.000000000000000000e+00,1.039723990975257996e-12,6.233414036337906499e-11,6.337386435435431713e-11,1.000000000000000000e+00
1.260000000000000000e+02,1.629393735227336292e+05,1.629393735227336583e+05,-2.910383045673370361e-11,1.040035609736153264e-12,1.891703242284616992e-11,1.995706803258232319e-11,1.000000000000000000e+00
1.270000000000000000e+02,1.654857314851298579e+05,1.654857314851297997e+05,5.820766091346740723e-11,1.043450860977169231e-12,8.293035520459652928e-11,8.397380606557370437e-11,1.000000000000000000e+00
1.280000000000000000e+02,1.680518286557116371e+05,1.680518286557116080e+05,2.910383045673370361e-11,1.040658845928185333e-12,8.798334539183839154e-12,9.838993385112024285e-12,1.000000000000000000e+00
1.290000000000000000e+02,1.706376650344977679e+05,1.706376650344977679e+05,0.000000000000000000e+00,1.040970463379554737e-12,1.064449651801049684e-10,1.074859356434845243e-10,1.000000000000000000e+00
1.300000000000000000e+02,1.732432406215062365e+05,1.732432406215062074e+05,2.910383045673370361e-11,1.041282080414139011e-12,7.814610088608004079e-11,7.918738296649417838e-11,1.000000000000000000e+00
1.310000000000000000e+02,1.758685554167543596e+05,1.758685554167543596e+05,0.000000000000000000e+00,1.039993939462872679e-12,1.245294465040930535e-10,1.255694404435559310e-10,1.000000000000000000e+00
1.320000000000000000e+02,1.785136094202587556e+05,1.785136094202587847e+05,-2.910383045673370361e-11,1.040293570452145893e-12,1.571102184131901809e-10,1.581505119836423252e-10,1.000000000000000000e+00
1.330000000000000000e+02,1.811784026320355770e+05,1.811784026320355770e+05,0.000000000000000000e+00,1.040593201066897333e-12,4.915351971586621493e-11,5.019411291693311348e-11,1.000000000000000000e+00
1.340000000000000000e+02,1.838629350521001907e+05,1.838629350521002198e+05,-2.910383045673370361e-11,1.039257118062827087e-12,6.606585873182191102e-11,6.710511584988473548e-11,1.000000000000000000e+00
1.350000000000000000e+02,1.865672066804675851e+05,1.865672066804675851e+05,0.000000000000000000e+00,1.041192461205533364e-12,4.157047662102164058e-11,4.261166908222717091e-11,1.000000000000000000e+00
1.360000000000000000e+02,1.892912175171521085e+05,1.892912175171521085e+05,0.000000000000000000e+00,1.039832407115449024e-12,4.386691869390552823e-11,4.490675110102097847e-11,1.000000000000000000e+00
1.370000000000000000e+02,1.920349675621676433e+05,1.920349675621676142e+05,2.910383045673370361e-11,1.040120051144237814e-12,2.335865236946802959e-10,2.346266437458245584e-10,1.000000000000000000e+00
1.380000000000000000e+02,1.947984568155274901e+05,1.947984568155274901e+05,0.000000000000000000e+00,1.040407694850791288e-12,1.376622246084248774e-10,1.387026323032756812e-10,1.000000000000000000e+00
1.390000000000000000e+02,1.975816852772446873e+05,1.975816852772446873e+05,0.000000000000000000e+00,1.038999699148612585e-12,7.363058243628898745e-12,8.402057942777511532e-12,1.000000000000000000e+00
1.400000000000000000e+02,2.003846529473315168e+05,2.003846529473315459e+05,-2.910383045673370361e-11,1.039275357102573134e-12,2.323904601150465726e-10,2.334297354721491595e-10,1.000000000000000000e+00
1.410000000000000000e+02,2.032073598258001148e+05,2.032073598258001148e+05,0.000000000000000000e+00,1.041270624104428981e-12,1.387626031016795266e-10,1.398038737257839643e-10,1.000000000000000000e+00
1.420000000000000000e+02,2.060498059126620356e+05,2.060498059126620356e+05,0.000000000000000000e+00,1.041558266588497559e-12,1.195777432844285463e-10,1.206193015510170558e-10,1.000000000000000000e+00
1.430000000000000000e+02,2.089119912079284841e+05,2.089119912079285132e+05,-2.910383045673370361e-11,1.040102329250121145e-12,2.333712322503425205e-10,2.344113345795926622e-10,1.000000000000000000e+00
1.440000000000000000e+02,2.117939157116102870e+05,2.117939157116102870e+05,0.000000000000000000e+00,1.040377986080702164e-12,1.681379246173749267e-10,1.691783026034556246e-10,1.000000000000000000e+00
