index,v0_bs,v0_rs,delta,sigma_bs,sigma_rs,sigma_delta,within_error
1.000000000000000000e+00,6.695431192510480400e+01,6.695431192510478979e+01,1.421085471520200372e-14,1.001997695668952446e-12,1.029914870940046686e-12,2.031912566608998930e-12,1.000000000000000000e+00
2.000000000000000000e+00,1.370048514971131226e+02,1.370048514971130942e+02,2.842170943040400743e-14,1.004286465024338067e-12,1.224361532037350857e-12,2.228647997061688722e-12,1.000000000000000000e+00
3.000000000000000000e+00,2.261915145175259170e+02,2.261915145175259170e+02,0.000000000000000000e+00,1.003671793143454800e-12,1.104702048285163613e-12,2.108373841428618413e-12,1.000000000000000000e+00
4.000000000000000000e+00,3.349359696966712931e+02,3.349359696966712363e+02,5.684341886080801487e-14,1.002234040036087866e-12,1.044872306409069990e-12,2.047106346445157856e-12,1.000000000000000000e+00
5.000000000000000000e+00,4.633436085973687568e+02,4.633436085973689273e+02,-1.705302565824240446e-13,1.000000000001974025e-12,1.643169725166003797e-12,2.643169725167977621e-12,1.000000000000000000e+00
6.000000000000000000e+00,6.114524979224781873e+02,6.114524979224780736e+02,1.136868377216160297e-13,1.003018501655768850e-12,1.358978451254560404e-12,2.361996952910329254e-12,1.000000000000000000e+00
7.000000000000000000e+00,7.792793945457003701e+02,7.792793945457003701e+02,0.000000000000000000e+00,1.000000000001984527e-12,1.673084596104050810e-12,2.673084596106035135e-12,1.000000000000000000e+00
8.000000000000000000e+00,9.668326827216243373e+02,9.668326827216243373e+02,0.000000000000000000e+00,1.001897823074135882e-12,1.044872306409069990e-12,2.046770129483206075e-12,1.000000000000000000e+00
9.000000000000000000e+00,1.174116957752708913e+03,1.174116957752708913e+03,0.000000000000000000e+00,1.002091393439862222e-12,2.705147643466660845e-12,3.707239036906522663e-12,1.000000000000000000e+00
1.000000000000000000e+01,1.401134917483927438e+03,1.401134917483927893e+03,-4.547473508864641190e-13,1.004569303806703586e-12,1.658127160635027708e-12,2.662696464441731294e-12,1.000000000000000000e+00
1.100000000000000000e+01,1.647888233617927199e+03,1.647888233617927199e+03,0.000000000000000000e+00,1.002477672710331406e-12,2.630360466121544928e-12,3.632838138831876536e-12,1.000000000000000000e+00
1.200000000000000000e+01,1.914377988222077420e+03,1.914377988222077647e+03,-2.273736754432320595e-13,1.002670508145982880e-12,1.119659483750186925e-12,2.122329991896169604e-12,1.000000000000000000e+00
1.300000000000000000e+01,2.200604907446794641e+03,2.200604907446794641e+03,0.000000000000000000e+00,1.000000000001994624e-12,2.435913805024241767e-12,3.435913805026236391e-12,1.000000000000000000e+00
1.400000000000000000e+01,2.506569493636860898e+03,2.506569493636860898e+03,0.000000000000000000e+00,1.001527882443240813e-12,1.403850757661630722e-12,2.405378640104871333e-12,1.000000000000000000e+00
1.500000000000000000e+01,2.832272103458185484e+03,2.832272103458185484e+03,0.000000000000000000e+00,1.001624117900242044e-12,1.673084596108051206e-12,2.674708714008293250e-12,1.000000000000000000e+00
1.600000000000000000e+01,3.177712995901995328e+03,3.177712995901994873e+03,4.547473508864641190e-13,1.001720312720292652e-12,3.602593771612066583e-12,4.604314084332358832e-12,1.000000000000000000e+00
1.700000000000000000e+01,3.542892362766671795e+03,3.542892362766672250e+03,-4.547473508864641190e-13,1.003632946815192399e-12,2.974381481909082347e-12,3.978014428724274544e-12,1.000000000000000000e+00
1.800000000000000000e+01,3.927810348574679210e+03,3.927810348574679210e+03,0.000000000000000000e+00,1.001912605148501587e-12,3.138913272072341516e-12,4.140825877220843305e-12,1.000000000000000000e+00
1.900000000000000000e+01,4.332467063917284577e+03,4.332467063917286396e+03,-1.818989403545856476e-12,1.000000000001997249e-12,7.925292622155805248e-12,8.925292622157801892e-12,1.000000000000000000e+00
2.000000000000000000e+01,4.756862594596906092e+03,4.756862594596905183e+03,9.094947017729282379e-13,1.002104797740188091e-12,1.119659483754186917e-12,2.121764281494374806e-12,1.000000000000000000e+00
2.100000000000000000e+01,5.200997008015991014e+03,5.200997008015990104e+03,9.094947017729282379e-13,1.002200864814763974e-12,9.465908475469234287e-12,1.046810934028399745e-11,1.000000000000000000e+00
