index,v0_bs,v0_rs,delta,sigma_bs,sigma_rs,sigma_delta,within_error
1.000000000000000000e+00,1.105197083176749118e+02,1.105197083176749118e+02,0.000000000000000000e+00,1.000000000001855280e-12,1.113299700841460727e-12,2.113299700843316007e-12,1.000000000000000000e+00
2.000000000000000000e+00,2.018500004795735947e+02,2.018500004795736231e+02,-2.842170943040400743e-14,1.000000000001920711e-12,1.258970744783053126e-12,2.258970744784973635e-12,1.000000000000000000e+00
3.000000000000000000e+00,3.114510170180070077e+02,3.114510170180069508e+02,5.684341886080801487e-14,1.002154293809341910e-12,1.323713430983317034e-12,2.325867724792658741e-12,1.000000000000000000e+00
4.000000000000000000e+00,4.403057223657689860e+02,4.403057223657690429e+02,-5.684341886080801487e-14,1.000000000001963726e-12,1.145671043943592475e-12,2.145671043945556403e-12,1.000000000000000000e+00
5.000000000000000000e+00,5.886819130791615180e+02,5.886819130791615180e+02,0.000000000000000000e+00,1.000000000001972814e-12,1.598869847317436659e-12,2.598869847319409473e-12,1.000000000000000000e+00
6.000000000000000000e+00,7.566828219809001439e+02,7.566828219809000302e+02,1.136868377216160297e-13,1.000000000001978872e-12,1.145671043943592677e-12,2.145671043945571751e-12,1.000000000000000000e+00
7.000000000000000000e+00,9.443562999119595816e+02,9.443562999119596952e+02,-1.136868377216160297e-13,1.001875633587594913e-12,1.793097905902225590e-12,2.794973539489820704e-12,1.000000000000000000e+00
8.000000000000000000e+00,1.151727319945204954e+03,1.151727319945204954e+03,0.000000000000000000e+00,1.000000000001986142e-12,1.938768949847819394e-12,2.938768949849805536e-12,1.000000000000000000e+00
9.000000000000000000e+00,1.378810059325055136e+03,1.378810059325055136e+03,0.000000000000000000e+00,1.000000000001988364e-12,2.359596410119529002e-12,3.359596410121517568e-12,1.000000000000000000e+00
1.000000000000000000e+01,1.625613093170552702e+03,1.625613093170552702e+03,0.000000000000000000e+00,1.000000000001990181e-12,1.598869847313435658e-12,2.598869847315425839e-12,1.000000000000000000e+00
1.100000000000000000e+01,1.892141872841930990e+03,1.892141872841930763e+03,2.273736754432320595e-13,1.000000000001991595e-12,3.023208943635231109e-12,4.023208943637222906e-12,1.000000000000000000e+00
1.200000000000000000e+01,2.178400006323377056e+03,2.178400006323377511e+03,-4.547473508864641190e-13,1.000000000001992605e-12,1.226599401688921765e-12,2.226599401690914572e-12,1.000000000000000000e+00
1.300000000000000000e+01,2.484389962581594773e+03,2.484389962581594773e+03,0.000000000000000000e+00,1.003042215284514105e-12,2.650938498002714203e-12,3.653980713287228106e-12,1.000000000000000000e+00
1.400000000000000000e+01,2.810113479378587272e+03,2.810113479378587272e+03,0.000000000000000000e+00,1.000000000001994220e-12,1.679798205062765343e-12,2.679798205064759563e-12,1.000000000000000000e+00
1.500000000000000000e+01,3.155571809661009866e+03,3.155571809661010320e+03,-4.547473508864641190e-13,1.003428617952223585e-12,3.136508644478691347e-12,4.139937262430914528e-12,1.000000000000000000e+00
1.600000000000000000e+01,3.520765875891770065e+03,3.520765875891770065e+03,0.000000000000000000e+00,1.000000000001995432e-12,2.359596410119529810e-12,3.359596410121525242e-12,1.000000000000000000e+00
1.700000000000000000e+01,3.905696369764982592e+03,3.905696369764982592e+03,0.000000000000000000e+00,1.001907213462395487e-12,1.938768949847818586e-12,2.940676163310214275e-12,1.000000000000000000e+00
1.800000000000000000e+01,4.310363818395145245e+03,4.310363818395147064e+03,-1.818989403545856476e-12,1.002003581577295152e-12,2.181554023079806059e-12,3.183557604657101212e-12,1.000000000000000000e+00
1.900000000000000000e+01,4.734768629306984622e+03,4.734768629306984622e+03,0.000000000000000000e+00,1.002099904022013746e-12,3.298365359969350330e-12,4.300465263991363673e-12,1.000000000000000000e+00
2.000000000000000000e+01,5.178911121665563769e+03,5.178911121665563769e+03,0.000000000000000000e+00,1.002196186884298058e-12,4.771261470930336465e-12,5.773457657814634321e-12,1.000000000000000000e+00
2.100000000000000000e+01,5.642791548365940798e+03,5.642791548365940798e+03,0.000000000000000000e+00,1.002292435203446077e-12,4.204762966713034466e-12,5.207055401916480947e-12,1.000000000000000000e+00
2.200000000000000000e+01,6.126410111923639306e+03,6.126410111923638397e+03,9.094947017729282379e-13,1.000000000001997451e-12,6.373642954291862937e-12,7.373642954293859581e-12,1.000000000000000000e+00
2.300000000000000000e+01,6.629766976081537905e+03,6.629766976081537905e+03,0.000000000000000000e+00,1.000000000001997653e-12,4.674147441639947246e-12,5.674147441641944698e-12,1.000000000000000000e+00
2.400000000000000000e+01,7.152862274406419601e+03,7.152862274406418692e+03,9.094947017729282379e-13,1.002581011836268473e-12,1.679798205062765343e-12,2.682379216899033816e-12,1.000000000000000000e+00
2.500000000000000000e+01,7.695696116737111879e+03,7.695696116737110060e+03,1.818989403545856476e-12,1.000000000001997855e-12,7.830353393707789749e-12,8.830353393709788008e-12,1.000000000000000000e+00
2.600000000000000000e+01,8.258268594077746457e+03,8.258268594077748276e+03,-1.818989403545856476e-12,1.000000000001998057e-12,4.042906251222376290e-12,5.042906251224374550e-12,1.000000000000000000e+00
2.700000000000000000e+01,8.840579782351009271e+03,8.840579782351009271e+03,0.000000000000000000e+00,1.000000000001998259e-12,7.231483546392350137e-12,8.231483546394347588e-12,1.000000000000000000e+00
2.800000000000000000e+01,9.442629745305555844e+03,9.442629745305555844e+03,0.000000000000000000e+00,1.000000000001998259e-12,1.088944531647721356e-11,1.188944531647921182e-11,1.000000000000000000e+00
2.900000000000000000e+01,1.006441853678899861e+04,1.006441853678899861e+04,0.000000000000000000e+00,1.000000000001998461e-12,4.091463265869573420e-12,5.091463265871571679e-12,1.000000000000000000e+00
