x,y,v0_first
1.051254364583786582e+01,8.379259998803149756e+00,4.030157577810354042e+01
1.420717658949993201e+01,8.379259998803149756e+00,1.316318685176923395e+02
1.764780109332671998e+01,8.379259998803149756e+00,2.412328853020812005e+02
2.098331691868410687e+01,8.379259998803149756e+00,3.700875907823921693e+02
2.426264164727481187e+01,8.379259998803149756e+00,5.184637815765316873e+02
2.750775688163270161e+01,8.379259998803149756e+00,6.864646905314687046e+02
3.073028093960606100e+01,8.379259998803149756e+00,8.741381684995729984e+02
3.393701794040327258e+01,8.379259998803149756e+00,1.081509188559710992e+03
3.713224913854899256e+01,8.379259998803149756e+00,1.308591927959729901e+03
4.031881645024194682e+01,8.379259998803149756e+00,1.555394961820758226e+03
4.349868664260911544e+01,8.379259998803149756e+00,1.821923741504357849e+03
4.667326722143139506e+01,8.379259998803149756e+00,2.108181874995599628e+03
4.984359366447542072e+01,8.379259998803149756e+00,2.414171831261791340e+03
5.301044563284586530e+01,8.379259998803149756e+00,2.739895348065364487e+03
5.617442190606704600e+01,8.379259998803149756e+00,3.085353678353282703e+03
5.933599028175244428e+01,8.379259998803149756e+00,3.450547744588677688e+03
6.249552173230799923e+01,8.379259998803149756e+00,3.835478238465838785e+03
6.565331435066272547e+01,8.379259998803149756e+00,4.240145687099394308e+03
6.880961049258822015e+01,8.379259998803149756e+00,4.664550498014163168e+03
7.196460927777515337e+01,8.379259998803149756e+00,5.108692990375297995e+03
7.511847585784376236e+01,8.379259998803149756e+00,5.572573417077914200e+03
7.827134838984905230e+01,8.379259998803149756e+00,6.056191980637583583e+03
8.142334335388578381e+01,8.379259998803149756e+00,6.559548844797232960e+03
8.457455965744787818e+01,8.379259998803149756e+00,7.082644143123667163e+03
8.772508183856709252e+01,8.379259998803149756e+00,7.625477985455751877e+03
9.087498259105846898e+01,8.379259998803149756e+00,8.188050462797637920e+03
9.402432477396243371e+01,8.379259998803149756e+00,8.770361651072022141e+03
9.717316302434088016e+01,8.379259998803149756e+00,9.372411614027585529e+03
1.003215450620627962e+02,8.379259998803149756e+00,9.994200405511952340e+03
1.034695127532327490e+02,8.379259998803149756e+00,1.063572807126385123e+04
1.066171029828938117e+02,8.379259998803149756e+00,1.129699465033744127e+04
1.097643483758284617e+02,8.379259998803149756e+00,1.197800017624269458e+04
1.129112778954892775e+02,8.379259998803149756e+00,1.267874467786486275e+04
1.160579173444799466e+02,8.379259998803149756e+00,1.339922818021059720e+04
1.192042897849938043e+02,8.379259998803149756e+00,1.413945070501723421e+04
1.223504158937787309e+02,8.379259998803149756e+00,1.489941227125307887e+04
1.254963142632409188e+02,8.379259998803149756e+00,1.567911289553058486e+04
1.286420016579997139e+02,8.379259998803149756e+00,1.647855259244926128e+04
1.317874932344082026e+02,8.379259998803149756e+00,1.729773137488164502e+04
1.349328027291383592e+02,8.379259998803149756e+00,1.813664925421302905e+04
1.380779426218056187e+02,8.379259998803149756e+00,1.899530624054310101e+04
1.412229242757138934e+02,8.379259998803149756e+00,1.987370234285647530e+04
1.443677580600835313e+02,8.379259998803149756e+00,2.077183756916727361e+04
1.475124534565469503e+02,8.379259998803149756e+00,2.168971192664239061e+04
1.506570191522265816e+02,8.379259998803149756e+00,2.262732542170682791e+04
1.538014631213290500e+02,8.379259998803149756e+00,2.358467806013399968e+04
1.569457926968768788e+02,8.379259998803149756e+00,2.456176984712350531e+04
1.600900146339422179e+02,8.379259998803149756e+00,2.555860078736829382e+04
1.632341351655356050e+02,8.379259998803149756e+00,2.657517088511280599e+04
1.663781600521263613e+02,8.379259998803149756e+00,2.761148014420343679e+04
1.695220946256272327e+02,8.379259998803149756e+00,2.866752856813256949e+04
