x,y,v0_first
1.051283540809399852e+01,9.999999999999999799e-13,1.105197083176748976e+02
1.420739245884246138e+01,9.999999999999999799e-13,2.018500004795736231e+02
1.764797487016589983e+01,9.999999999999999799e-13,3.114510170180070645e+02
2.098346306894476854e+01,9.999999999999999799e-13,4.403057223657690429e+02
2.426276804239700979e+01,9.999999999999999799e-13,5.886819130791616317e+02
2.750786836490425102e+01,9.999999999999999799e-13,7.566828219809001439e+02
3.073038073164665107e+01,9.999999999999999799e-13,9.443562999119596952e+02
3.393710830264130607e+01,9.999999999999999799e-13,1.151727319945205409e+03
3.713233172486014411e+01,9.999999999999999799e-13,1.378810059325055136e+03
4.031889250922640144e+01,9.999999999999999799e-13,1.625613093170552929e+03
4.349875714134751092e+01,9.999999999999999799e-13,1.892141872841930990e+03
4.667333292495166575e+01,9.999999999999999799e-13,2.178400006323377056e+03
4.984365518881610768e+01,9.999999999999999799e-13,2.484389962581594773e+03
5.301050348165528447e+01,9.999999999999999799e-13,2.810113479378587272e+03
5.617447649654609876e+01,9.999999999999999799e-13,3.155571809661010320e+03
5.933604196347924642e+01,9.999999999999999799e-13,3.520765875891770065e+03
6.249557080117744334e+01,9.999999999999999799e-13,3.905696369764982592e+03
6.565336105939395850e+01,9.999999999999999799e-13,4.310363818395147064e+03
6.880965505877053090e+01,9.999999999999999799e-13,4.734768629306985531e+03
7.196465189011591690e+01,9.999999999999999799e-13,5.178911121665564679e+03
7.511851668108164404e+01,9.999999999999999799e-13,5.642791548365940798e+03
7.827138756866162339e+01,9.999999999999999799e-13,6.126410111923638397e+03
8.142338101602965139e+01,9.999999999999999799e-13,6.629766976081538814e+03
8.457459591630585294e+01,9.999999999999999799e-13,7.152862274406418692e+03
8.772511679523209693e+01,9.999999999999999799e-13,7.695696116737111879e+03
9.087501633605216966e+01,9.999999999999999799e-13,8.258268594077748276e+03
9.402435738866290649e+01,9.999999999999999799e-13,8.840579782351009271e+03
9.717319458217660610e+01,9.999999999999999799e-13,9.442629745305555844e+03
1.003215756295174828e+02,9.999999999999999799e-13,1.006441853678899679e+04
1.034695423906961054e+02,9.999999999999999799e-13,1.070594620254005895e+04
1.066171317453854641e+02,9.999999999999999799e-13,1.136721278161288137e+04
1.097643763136175039e+02,9.999999999999999799e-13,1.204821830751743437e+04
1.129113050546266521e+02,9.999999999999999799e-13,1.274896280913895680e+04
1.160579437672583651e+02,9.999999999999999799e-13,1.346944631148410372e+04
1.192043155103463192e+02,9.999999999999999799e-13,1.420966883629019139e+04
1.223504409576260343e+02,9.999999999999999799e-13,1.496963040252553401e+04
1.254963386987946166e+02,9.999999999999999799e-13,1.574933102680257616e+04
1.286420254960283671e+02,9.999999999999999799e-13,1.654877072372081238e+04
1.317875165034715792e+02,9.999999999999999799e-13,1.736794950615279231e+04
1.349328254557941307e+02,9.999999999999999799e-13,1.820686738548380163e+04
1.380779648307923821e+02,9.999999999999999799e-13,1.906552437181353525e+04
1.412229459901137147e+02,9.999999999999999799e-13,1.994392047412657848e+04
1.443677793014669533e+02,9.999999999999999799e-13,2.084205570043707121e+04
1.475124742451020836e+02,9.999999999999999799e-13,2.175993005791190444e+04
1.506570395068749519e+02,9.999999999999999799e-13,2.269754355297607617e+04
1.538014830598294225e+02,9.999999999999999799e-13,2.365489619140299328e+04
1.569458122359187371e+02,9.999999999999999799e-13,2.463198797839226245e+04
1.600900337892300911e+02,9.999999999999999799e-13,2.562881891863683632e+04
1.632341539518648972e+02,9.999999999999999799e-13,2.664538901638113384e+04
1.663781784834524728e+02,9.999999999999999799e-13,2.768169827547156456e+04
1.695221127151278324e+02,9.999999999999999799e-13,2.873774669940050444e+04
1.726659615886834729e+02,9.999999999999999799e-13,2.981353429134472026e+04
