# x, y, v0
2.647676366459308284e+01,1.000000000000000048e-04,7.010190141607165515e+02
2.647676366648153135e+01,6.000000000000000559e-04,7.010190146107164537e+02
2.647676367106776496e+01,1.100000000000000066e-03,7.010190157035738139e+02
2.647676367835177658e+01,1.600000000000000077e-03,7.010190174392879499e+02
2.647676368833357330e+01,2.100000000000000304e-03,7.010190198178592027e+02
2.647676370101315158e+01,2.600000000000000314e-03,7.010190228392875724e+02
2.647676371639050785e+01,3.100000000000000325e-03,7.010190265035729453e+02
2.647676373446564213e+01,3.600000000000000335e-03,7.010190308107150940e+02
2.647676375523855796e+01,4.100000000000000346e-03,7.010190357607141323e+02
2.647676377870924824e+01,4.599999999999999922e-03,7.010190413535699463e+02
2.647676380487770587e+01,5.100000000000000366e-03,7.010190475892823088e+02
2.647676383374393794e+01,5.600000000000000810e-03,7.010190544678509923e+02
2.647676386530794090e+01,6.100000000000001255e-03,7.010190619892762243e+02
2.647676389956970766e+01,6.600000000000001699e-03,7.010190701535576636e+02
2.647676393652923821e+01,7.100000000000002143e-03,7.010190789606951967e+02
2.647676397618652189e+01,7.600000000000002587e-03,7.010190884106883686e+02
2.647676401854156936e+01,8.100000000000003031e-03,7.010190985035374069e+02
2.647676406359436285e+01,8.600000000000003475e-03,7.010191092392418568e+02
2.647676411134490948e+01,9.100000000000003919e-03,7.010191206178017183e+02
2.647676416179319503e+01,9.600000000000004363e-03,7.010191326392165365e+02
2.647676421493921950e+01,1.010000000000000481e-02,7.010191453034860842e+02
2.647676427078297934e+01,1.060000000000000525e-02,7.010191586106102477e+02
2.647676432932447099e+01,1.110000000000000570e-02,7.010191725605886859e+02
2.647676439056368380e+01,1.160000000000000614e-02,7.010191871534211714e+02
2.647676445450061777e+01,1.210000000000000658e-02,7.010192023891073632e+02
2.647676452113526224e+01,1.260000000000000703e-02,7.010192182676469201e+02
2.647676459046761721e+01,1.310000000000000747e-02,7.010192347890399560e+02
2.647676466249767202e+01,1.360000000000000792e-02,7.010192519532854476e+02
2.647676473722542312e+01,1.410000000000000836e-02,7.010192697603836223e+02
2.647676481465085985e+01,1.460000000000000880e-02,7.010192882103339116e+02
2.647676489477397865e+01,1.510000000000000925e-02,7.010193073031357471e+02
2.647676497759476888e+01,1.560000000000000969e-02,7.010193270387889015e+02
2.647676506311323053e+01,1.610000000000001014e-02,7.010193474172933747e+02
2.647676515132934938e+01,1.660000000000001058e-02,7.010193684386482573e+02
2.647676524224312189e+01,1.710000000000001102e-02,7.010193901028534356e+02
2.647676533585453029e+01,1.760000000000001147e-02,7.010194124099081137e+02
2.647676543216358169e+01,1.810000000000001191e-02,7.010194353598122916e+02
2.647676553117025477e+01,1.860000000000001236e-02,7.010194589525654010e+02
2.647676563287454599e+01,1.910000000000001280e-02,7.010194831881666460e+02
2.647676573727645177e+01,1.960000000000001324e-02,7.010195080666161402e+02
2.647676584437594727e+01,2.010000000000001369e-02,7.010195335879128606e+02
2.647676595417303957e+01,2.060000000000001413e-02,7.010195597520565798e+02
2.647676606666770738e+01,2.110000000000001458e-02,7.010195865590465019e+02
2.647676618185994712e+01,2.160000000000001502e-02,7.010196140088825132e+02
2.647676629974974816e+01,2.210000000000001547e-02,7.010196421015640453e+02
2.647676642033709626e+01,2.260000000000001591e-02,7.010196708370900751e+02
2.647676654362198789e+01,2.310000000000001635e-02,7.010197002154606025e+02
2.647676666960440173e+01,2.360000000000001680e-02,7.010197302366746044e+02
2.647676679828433421e+01,2.410000000000001724e-02,7.010197609007316260e+02
2.647676692966177114e+01,2.460000000000001769e-02,7.010197922076310988e+02
2.647676706373670186e+01,2.510000000000001813e-02,7.010198241573725682e+02
2.647676720050911570e+01,2.560000000000001857e-02,7.010198567499553519e+02
2.647676733997899845e+01,2.610000000000001902e-02,7.010198899853786543e+02
2.647676748214633591e+01,2.660000000000001946e-02,7.010199238636415657e+02
2.647676762701112096e+01,2.710000000000001991e-02,7.010199583847440863e+02
2.647676777457333586e+01,2.760000000000002035e-02,7.010199935486851928e+02
2.647676792483296992e+01,2.810000000000002079e-02,7.010200293554638620e+02
2.647676807779000896e+01,2.860000000000002124e-02,7.010200658050799802e+02
2.647676823344443875e+01,2.910000000000002168e-02,7.010201028975325244e+02
2.647676839179624508e+01,2.960000000000002213e-02,7.010201406328206986e+02
2.647676855284541730e+01,3.010000000000002257e-02,7.010201790109440481e+02
2.647676871659194120e+01,3.060000000000002301e-02,7.010202180319016634e+02
2.647676888303579901e+01,3.110000000000002346e-02,7.010202576956927487e+02
2.647676905217696941e+01,3.160000000000002390e-02,7.010202980023161672e+02
2.647676922401545596e+01,3.210000000000002435e-02,7.010203389517720325e+02
2.647676939855122669e+01,3.260000000000002479e-02,7.010203805440586393e+02
2.647676957578427448e+01,3.310000000000002524e-02,7.010204227791757603e+02
2.647676975571457447e+01,3.360000000000002568e-02,7.010204656571220312e+02
2.647676993834212311e+01,3.410000000000002612e-02,7.010205091778972246e+02
2.647677012366689908e+01,3.460000000000002657e-02,7.010205533414999763e+02
2.647677031168888107e+01,3.510000000000002701e-02,7.010205981479297179e+02
2.647677050240805841e+01,3.560000000000002746e-02,7.010206435971855399e+02
2.647677069582440978e+01,3.610000000000002790e-02,7.010206896892661916e+02
2.647677089193792455e+01,3.660000000000002834e-02,7.010207364241714458e+02
2.647677109074858137e+01,3.710000000000002879e-02,7.010207838018998245e+02
2.647677129225635895e+01,3.760000000000002923e-02,7.010208318224504183e+02
2.647677149646124661e+01,3.810000000000002968e-02,7.010208804858226586e+02
2.647677170336321950e+01,3.860000000000003012e-02,7.010209297920151812e+02
2.647677191296225985e+01,3.910000000000003056e-02,7.010209797410271904e+02
2.647677212525835699e+01,3.960000000000003101e-02,7.010210303328580039e+02
2.647677234025148252e+01,4.010000000000003145e-02,7.010210815675060303e+02
2.647677255794162576e+01,4.060000000000003190e-02,7.010211334449707010e+02
2.647677277832876186e+01,4.110000000000003234e-02,7.010211859652509929e+02
2.647677300141286949e+01,4.160000000000003278e-02,7.010212391283455418e+02
2.647677322719393445e+01,4.210000000000003323e-02,7.010212929342534380e+02
2.647677345567193186e+01,4.260000000000003367e-02,7.010213473829738859e+02
2.647677368684684751e+01,4.310000000000003412e-02,7.010214024745055212e+02
2.647677392071865654e+01,4.360000000000003456e-02,7.010214582088474344e+02
2.647677415728733408e+01,4.410000000000003501e-02,7.010215145859984887e+02
2.647677439655286591e+01,4.460000000000003545e-02,7.010215716059574333e+02
2.647677463851523072e+01,4.510000000000003589e-02,7.010216292687232453e+02
